Return_ID,Order_ID,Product_ID,Return_Date,Return_Reason,Refund_Amount
R4007,O31552,P34913,2024-08-21,Damaged,76.77
R4008,O9561,P34115,2025-01-22,Damaged,56.97
R4009,O4384,P40203,2020-07-09,Wrong Item,367.19
R4010,O36666,P17337,2022-01-15,Damaged,91.87
R4011,O36083,P25158,2021-09-09,Late,271.86
R4012,O17979,P34248,2025-11-23,Damaged,175.2
R4013,O27887,P6309,2020-04-27,Damaged,142.31
R4014,O16681,P23970,2021-09-15,Damaged,344.0
R4015,O17660,P31678,2023-09-26,Late,334.11
R4016,O16502,P17357,2024-07-09,Wrong Item,180.31
R4017,O28272,P9483,2023-02-07,Late,275.28
R4018,O35546,P14634,2025-03-05,Damaged,107.14
R4019,O15338,P21870,2022-09-21,Damaged,460.59
R4020,O39441,P37520,2024-11-12,Late,200.9
R4021,O33603,P17132,2025-12-10,Wrong Item,22.44
R4022,O5788,P6014,2025-07-17,Wrong Item,245.68
R4023,O8284,P10340,2021-03-11,Damaged,264.22
R4024,O2660,P16996,2021-06-23,Late,448.17
R4025,O26644,P20447,2023-01-07,Damaged,259.28
R4026,O16270,P15690,2025-08-03,Damaged,261.92
R4027,O33995,P23103,2024-03-02,Damaged,230.53
R4028,O25271,P17859,2024-01-16,Damaged,78.51
R4029,O5930,P39201,2020-06-19,Damaged,299.01
R4030,O10862,P4937,2020-08-12,Wrong Item,206.18
R4031,O38987,P6457,2022-08-08,Damaged,269.97
R4032,O27913,P36449,2025-04-07,Wrong Item,198.38
R4033,O22938,P15465,2024-07-25,Wrong Item,121.41
R4034,O13979,P26522,2025-07-15,Damaged,101.87
R4035,O36731,P7588,2025-10-25,Damaged,481.35
R4036,O10825,P4407,2023-10-02,Damaged,446.23
R4037,O16014,P5209,2023-10-31,Damaged,62.16
R4038,O26615,P21371,2021-12-23,Wrong Item,92.56
R4039,O1858,P19960,2024-09-05,Wrong Item,396.72
R4040,O30853,P34021,2024-03-03,Damaged,431.28
R4041,O40723,P7932,2025-06-18,Damaged,365.63
R4042,O4453,P19228,2022-05-19,Late,37.29
R4043,O32353,P29078,2022-02-16,Damaged,283.32
R4044,O12982,P16944,2022-08-05,Damaged,285.02
R4045,O4484,P4772,2023-08-15,Wrong Item,433.27
R4046,O35170,P30640,2025-09-21,Damaged,16.45
R4047,O25595,P30784,2022-10-16,Wrong Item,166.95
R4048,O22921,P11329,2024-04-05,Wrong Item,308.3
R4049,O26503,P27477,2024-10-29,Damaged,243.88
R4050,O18122,P33691,2024-06-28,Damaged,323.15
R4051,O2505,P34005,2025-09-03,Wrong Item,163.29
R4052,O36052,P25226,2023-03-05,Late,38.66
R4053,O23194,P10867,2020-03-30,Damaged,420.17
R4054,O1859,P12774,2020-06-01,Wrong Item,60.13
R4055,O13399,P20803,2021-10-17,Late,401.83
R4056,O26560,P7325,2020-12-12,Late,84.07
R4057,O28340,P14795,2023-05-16,Damaged,395.94
R4058,O34845,P9512,2024-11-23,Late,329.32
R4059,O35664,P31353,2022-01-09,Damaged,372.04
R4060,O38343,P5327,2022-11-18,Damaged,174.41
R4061,O28114,P18436,2023-09-13,Damaged,223.9
R4062,O14643,P35660,2020-01-31,Late,53.12
R4063,O8666,P24046,2020-10-09,Wrong Item,476.8
R4064,O26103,P13411,2020-08-03,Late,291.68
R4065,O37947,P29125,2024-01-17,Late,397.82
R4066,O22248,P31591,2025-03-29,Wrong Item,182.22
R4067,O21759,P26972,2020-02-22,Damaged,422.2
R4068,O18986,P31106,2020-08-02,Damaged,182.6
R4069,O32741,P23773,2023-04-01,Damaged,131.9
R4070,O5643,P25789,2021-07-30,Late,238.85
R4071,O8342,P6206,2022-10-29,Damaged,223.37
R4072,O33789,P28727,2021-05-10,Late,332.91
R4073,O35492,P28973,2025-11-27,Damaged,349.68
R4074,O20888,P13446,2021-12-17,Damaged,161.88
R4075,O22984,P16069,2024-12-13,Damaged,429.27
R4076,O6278,P21189,2021-01-26,Wrong Item,350.13
R4077,O40420,P14717,2021-10-02,Damaged,262.88
R4078,O1552,P31198,2022-04-12,Wrong Item,401.92
R4079,O34907,P37416,2023-04-20,Late,348.21
R4080,O39297,P38806,2023-06-06,Damaged,418.29
R4081,O37861,P34311,2025-11-19,Wrong Item,7.69
R4082,O21855,P12804,2021-09-08,Damaged,323.77
R4083,O12065,P19093,2021-05-01,Damaged,184.35
R4084,O16652,P1599,2022-09-15,Damaged,150.31
R4085,O10399,P15706,2021-01-04,Damaged,154.46
R4086,O28074,P37009,2024-05-18,Damaged,186.62
R4087,O29646,P40980,2020-08-27,Late,218.84
R4088,O12236,P24876,2024-01-31,Late,485.57
R4089,O28913,P24845,2024-05-02,Late,310.37
R4090,O11332,P40063,2020-12-31,Late,345.4
R4091,O33864,P27887,2024-11-30,Damaged,308.17
R4092,O15957,P9490,2025-07-17,Late,408.24
R4093,O30991,P23874,2024-09-29,Late,103.25
R4094,O37668,P16195,2025-06-09,Wrong Item,326.15
R4095,O11234,P3653,2025-11-09,Late,497.36
R4096,O4884,P27331,2020-04-09,Damaged,192.28
R4097,O20544,P10651,2021-05-24,Wrong Item,261.14
R4098,O18959,P36630,2021-06-10,Damaged,222.05
R4099,O36638,P6773,2024-07-28,Late,467.94
R4100,O11405,P35603,2025-11-21,Damaged,247.9
R4101,O25468,P24956,2022-04-07,Late,326.16
R4102,O16134,P17940,2025-12-12,Late,428.38
R4103,O19602,P40340,2025-03-20,Damaged,91.7
R4104,O24832,P35062,2021-04-05,Late,441.64
R4105,O11178,P8662,2024-01-03,Damaged,471.44
R4106,O19297,P39229,2020-09-29,Wrong Item,310.07
R4107,O10376,P33369,2020-09-02,Damaged,202.02
R4108,O10669,P9304,2020-02-22,Wrong Item,249.06
R4109,O10549,P13046,2024-10-16,Late,55.85
R4110,O20825,P19248,2022-04-24,Damaged,356.3
R4111,O15442,P3037,2023-05-25,Damaged,266.14
R4112,O34257,P33886,2021-11-15,Damaged,49.15
R4113,O27486,P16595,2022-08-26,Damaged,305.95
R4114,O33552,P31357,2022-10-28,Wrong Item,481.02
R4115,O13102,P13588,2021-02-28,Damaged,314.0
R4116,O13054,P19988,2025-09-21,Damaged,326.84
R4117,O19832,P40819,2020-06-20,Damaged,47.87
R4118,O27858,P1548,2021-03-14,Damaged,176.72
R4119,O17546,P20756,2022-11-28,Wrong Item,480.79
R4120,O14848,P9808,2021-12-13,Damaged,44.98
R4121,O16141,P15203,2020-10-03,Damaged,158.96
R4122,O38043,P20162,2021-12-06,Damaged,106.05
R4123,O17523,P11901,2023-10-07,Damaged,158.48
R4124,O29656,P19252,2022-06-17,Late,336.01
R4125,O5948,P23147,2020-02-26,Damaged,334.2
R4126,O7858,P35046,2022-01-12,Wrong Item,240.58
R4127,O20545,P32143,2024-06-07,Late,86.53
R4128,O21656,P30602,2023-06-08,Wrong Item,108.41
R4129,O38270,P37560,2023-09-20,Late,80.49
R4130,O2775,P25523,2021-02-01,Late,72.93
R4131,O20174,P38282,2024-03-08,Wrong Item,236.5
R4132,O39171,P16185,2020-07-04,Late,367.93
R4133,O38012,P40267,2022-01-24,Late,461.32
R4134,O37579,P22382,2021-04-29,Damaged,413.02
R4135,O5313,P6884,2020-01-05,Damaged,368.79
R4136,O13017,P10956,2023-05-17,Damaged,175.59
R4137,O19722,P31176,2023-05-04,Wrong Item,47.06
R4138,O24490,P10287,2022-04-28,Late,481.81
R4139,O29636,P40648,2020-12-23,Wrong Item,322.17
R4140,O32884,P15802,2025-06-27,Damaged,292.85
R4141,O28175,P36350,2020-02-07,Damaged,281.51
R4142,O30515,P28618,2022-12-01,Late,10.23
R4143,O22267,P27557,2024-01-25,Damaged,482.38
R4144,O1359,P3317,2020-07-27,Late,342.57
R4145,O13529,P14044,2024-10-11,Late,123.28
R4146,O18332,P6094,2024-11-13,Wrong Item,290.01
R4147,O4248,P32145,2020-10-31,Late,297.42
R4148,O25530,P15686,2021-11-25,Damaged,111.41
R4149,O31733,P15502,2022-03-17,Late,197.06
R4150,O19080,P18526,2024-07-13,Damaged,327.3
R4151,O14048,P36558,2025-08-16,Late,460.36
R4152,O32755,P39275,2024-10-16,Late,164.48
R4153,O25666,P23126,2025-10-03,Late,226.48
R4154,O9424,P33771,2023-07-10,Late,54.83
R4155,O40370,P14316,2022-11-16,Wrong Item,397.14
R4156,O33808,P9004,2020-04-14,Late,292.2
R4157,O34582,P15294,2024-07-13,Damaged,314.71
R4158,O30305,P25957,2024-09-29,Wrong Item,275.3
R4159,O3598,P25732,2021-11-28,Wrong Item,162.32
R4160,O23962,P5782,2023-07-15,Late,270.02
R4161,O37631,P35091,2020-01-28,Wrong Item,61.33
R4162,O35855,P22622,2023-12-19,Damaged,254.86
R4163,O17510,P33196,2023-04-11,Damaged,110.55
R4164,O16742,P31811,2025-05-07,Damaged,147.9
R4165,O31044,P3740,2025-06-26,Wrong Item,152.72
R4166,O22071,P19452,2022-11-06,Late,347.82
R4167,O9040,P32153,2020-10-05,Damaged,444.03
R4168,O33976,P10815,2021-01-20,Damaged,250.88
R4169,O14928,P31233,2023-01-23,Damaged,199.77
R4170,O6622,P19894,2021-06-29,Late,307.27
R4171,O15542,P16022,2021-11-18,Wrong Item,68.78
R4172,O39003,P16274,2022-07-30,Late,387.1
R4173,O38562,P25469,2025-08-01,Late,91.42
R4174,O29304,P1945,2023-01-03,Wrong Item,344.42
R4175,O12252,P2214,2021-02-11,Damaged,351.85
R4176,O15020,P16692,2021-02-27,Damaged,46.49
R4177,O26994,P14731,2023-06-20,Damaged,109.08
R4178,O20394,P31939,2023-09-01,Wrong Item,120.61
R4179,O1033,P3246,2022-09-17,Late,387.99
R4180,O15189,P34405,2024-03-09,Damaged,301.89
R4181,O4478,P1355,2020-04-24,Damaged,41.62
R4182,O21899,P5926,2020-12-08,Wrong Item,374.12
R4183,O26874,P28550,2021-09-30,Damaged,233.29
R4184,O4204,P3039,2020-12-18,Late,41.61
R4185,O24387,P4868,2023-10-09,Damaged,450.35
R4186,O14999,P36551,2024-09-18,Damaged,310.66
R4187,O24597,P23747,2023-07-26,Wrong Item,47.07
R4188,O35693,P24958,2025-02-03,Damaged,348.32
R4189,O29511,P2517,2021-09-11,Damaged,466.62
R4190,O12140,P16994,2020-09-28,Late,67.69
R4191,O6994,P21225,2020-11-12,Wrong Item,16.87
R4192,O39323,P25187,2024-11-17,Damaged,313.85
R4193,O5169,P26997,2023-03-15,Late,224.2
R4194,O9616,P2967,2021-08-16,Wrong Item,184.43
R4195,O38498,P31146,2020-02-29,Damaged,456.71
R4196,O23175,P6467,2020-09-01,Wrong Item,287.18
R4197,O31443,P16594,2020-05-20,Late,288.54
R4198,O2768,P28995,2022-07-31,Damaged,33.58
R4199,O8842,P32385,2025-09-22,Wrong Item,175.13
R4200,O16099,P24869,2024-09-17,Damaged,115.68
R4201,O15023,P21859,2020-12-10,Wrong Item,128.43
R4202,O17049,P37789,2020-07-01,Damaged,169.01
R4203,O27925,P34012,2025-12-03,Damaged,101.51
R4204,O8027,P22577,2024-08-31,Damaged,390.83
R4205,O35259,P15952,2021-06-13,Damaged,41.52
R4206,O40940,P30121,2020-04-01,Late,82.44
R4207,O21069,P30480,2020-08-31,Damaged,305.73
R4208,O10380,P11657,2025-06-13,Damaged,28.8
R4209,O13615,P16791,2023-06-28,Wrong Item,191.63
R4210,O8634,P37381,2024-02-23,Late,60.59
R4211,O27164,P2712,2020-12-20,Late,39.01
R4212,O28207,P31445,2022-12-27,Late,257.69
R4213,O32387,P26539,2024-07-17,Damaged,397.28
R4214,O15319,P9980,2021-07-16,Wrong Item,291.69
R4215,O27239,P13304,2021-03-03,Damaged,434.91
R4216,O20683,P13874,2020-10-03,Late,306.45
R4217,O11177,P5324,2021-03-01,Damaged,387.08
R4218,O28732,P26777,2024-06-02,Damaged,419.87
R4219,O27700,P20873,2022-04-19,Damaged,456.62
R4220,O29710,P11821,2025-02-12,Damaged,419.43
R4221,O19336,P1528,2020-04-09,Damaged,314.41
R4222,O9155,P27870,2023-06-18,Damaged,282.25
R4223,O40286,P7801,2022-10-13,Wrong Item,155.25
R4224,O25016,P24181,2023-07-10,Damaged,365.65
R4225,O25632,P7919,2023-12-06,Damaged,32.64
R4226,O16431,P2869,2025-05-17,Damaged,323.88
R4227,O19399,P16223,2023-09-05,Damaged,171.65
R4228,O37524,P31256,2022-12-02,Damaged,120.29
R4229,O1467,P12368,2022-04-11,Damaged,471.6
R4230,O21647,P18285,2022-03-26,Late,162.33
R4231,O18727,P5447,2025-03-15,Wrong Item,352.43
R4232,O10262,P22164,2022-09-05,Late,242.89
R4233,O13722,P29040,2021-10-02,Damaged,229.57
R4234,O19249,P11408,2022-08-31,Wrong Item,52.64
R4235,O36232,P15865,2025-11-07,Wrong Item,119.09
R4236,O9466,P30871,2020-07-10,Wrong Item,339.43
R4237,O4834,P32345,2025-06-20,Damaged,308.68
R4238,O32032,P12639,2024-01-09,Wrong Item,61.24
R4239,O19687,P25390,2023-06-24,Damaged,82.69
R4240,O26339,P36812,2020-12-30,Late,306.18
R4241,O2962,P36536,2023-01-19,Damaged,58.54
R4242,O2149,P33388,2021-11-24,Late,15.17
R4243,O15183,P31505,2020-11-19,Late,418.06
R4244,O4225,P36820,2022-03-07,Wrong Item,204.53
R4245,O19599,P13295,2023-09-26,Damaged,98.2
R4246,O16532,P32579,2025-12-20,Damaged,144.88
R4247,O28529,P40159,2025-03-08,Damaged,201.0
R4248,O15146,P26790,2021-07-13,Damaged,429.06
R4249,O30155,P7410,2021-01-20,Damaged,37.99
R4250,O32205,P23370,2021-07-28,Damaged,455.71
R4251,O9340,P27506,2023-02-21,Wrong Item,167.66
R4252,O38220,P39487,2021-10-03,Damaged,149.96
R4253,O35849,P13683,2025-08-14,Wrong Item,350.68
R4254,O36674,P10486,2021-09-13,Late,70.44
R4255,O21408,P29464,2024-01-16,Late,118.9
R4256,O29830,P19648,2023-08-14,Damaged,213.23
R4257,O31286,P5014,2021-11-01,Wrong Item,428.49
R4258,O18478,P12727,2022-09-18,Late,459.82
R4259,O24203,P12715,2023-05-19,Damaged,86.48
R4260,O18755,P26242,2023-10-04,Damaged,100.3
R4261,O40932,P37257,2020-05-25,Damaged,180.41
R4262,O1631,P14701,2020-03-08,Wrong Item,410.54
R4263,O6109,P23129,2025-05-11,Wrong Item,230.47
R4264,O34975,P28210,2021-01-30,Damaged,175.5
R4265,O14155,P5396,2020-08-26,Damaged,190.94
R4266,O24412,P33666,2022-03-06,Wrong Item,399.02
R4267,O2112,P20295,2022-10-26,Wrong Item,419.86
R4268,O5963,P31895,2020-11-25,Wrong Item,345.12
R4269,O8959,P35489,2023-05-28,Damaged,242.86
R4270,O8293,P5503,2023-11-08,Damaged,388.69
R4271,O11168,P4486,2022-11-24,Wrong Item,334.0
R4272,O32580,P18929,2023-09-16,Wrong Item,459.46
R4273,O15264,P25411,2020-10-14,Damaged,441.59
R4274,O21883,P14197,2023-06-14,Damaged,278.54
R4275,O7530,P11193,2021-02-20,Damaged,251.91
R4276,O10312,P39795,2022-12-10,Late,273.78
R4277,O15295,P28374,2023-04-16,Late,122.37
R4278,O7777,P25487,2021-07-23,Wrong Item,429.46
R4279,O24450,P31561,2024-06-07,Wrong Item,97.72
R4280,O33806,P7998,2025-02-28,Late,494.15
R4281,O25023,P15752,2021-12-25,Wrong Item,419.24
R4282,O23770,P33413,2021-07-25,Damaged,5.06
R4283,O20501,P21138,2020-09-02,Late,292.56
R4284,O10775,P35537,2022-08-02,Late,241.65
R4285,O40681,P36965,2021-01-19,Damaged,257.52
R4286,O31281,P14318,2021-10-30,Wrong Item,111.12
R4287,O23349,P24616,2023-01-11,Damaged,164.29
R4288,O25597,P39667,2024-06-09,Damaged,278.6
R4289,O26664,P22747,2022-04-04,Damaged,232.26
R4290,O11355,P13174,2020-08-12,Damaged,297.5
R4291,O22501,P15016,2024-08-22,Damaged,408.89
R4292,O8048,P26098,2025-03-09,Wrong Item,66.26
R4293,O3522,P14970,2022-09-21,Wrong Item,121.13
R4294,O9403,P39890,2024-10-15,Late,197.23
R4295,O4441,P22946,2025-02-24,Wrong Item,438.68
R4296,O19512,P40553,2021-05-13,Wrong Item,192.29
R4297,O4570,P34587,2024-08-05,Damaged,271.65
R4298,O17529,P32013,2024-11-15,Damaged,455.76
R4299,O10093,P33907,2020-01-23,Wrong Item,290.77
R4300,O31113,P36823,2024-06-11,Damaged,203.64
R4301,O13169,P37053,2023-12-09,Damaged,475.15
R4302,O3121,P23426,2025-11-04,Wrong Item,492.2
R4303,O35207,P35890,2020-12-09,Late,55.21
R4304,O25734,P8685,2021-09-07,Damaged,36.8
R4305,O36822,P10923,2025-11-30,Damaged,348.12
R4306,O11561,P5614,2024-03-25,Damaged,27.31
R4307,O37984,P34165,2021-12-11,Wrong Item,40.78
R4308,O25601,P8647,2022-05-08,Damaged,267.36
R4309,O8922,P18286,2021-05-27,Damaged,448.72
R4310,O1579,P5852,2025-01-25,Damaged,414.41
R4311,O36067,P27289,2020-06-24,Wrong Item,318.82
R4312,O36693,P13473,2021-03-02,Damaged,108.72
R4313,O17930,P38112,2022-01-08,Damaged,101.71
R4314,O25765,P19381,2023-09-05,Wrong Item,47.66
R4315,O25377,P4094,2024-10-17,Damaged,241.08
R4316,O26027,P36153,2022-05-21,Damaged,246.96
R4317,O37506,P21464,2025-08-12,Damaged,262.66
R4318,O5287,P13787,2025-02-01,Late,365.28
R4319,O40188,P25996,2024-06-20,Damaged,68.56
R4320,O19571,P11157,2024-04-05,Wrong Item,249.66
R4321,O28381,P5852,2023-06-09,Wrong Item,407.64
R4322,O5969,P39198,2021-01-16,Wrong Item,490.15
R4323,O4864,P11146,2021-09-28,Damaged,317.88
R4324,O32950,P2848,2021-10-21,Damaged,431.71
R4325,O29366,P39910,2025-11-08,Damaged,202.65
R4326,O29701,P37353,2023-09-23,Late,479.5
R4327,O6794,P31375,2023-09-18,Late,76.87
R4328,O4467,P16430,2020-11-22,Damaged,259.93
R4329,O21476,P39959,2025-04-23,Wrong Item,250.3
R4330,O30107,P13107,2021-03-21,Late,485.89
R4331,O5037,P12673,2023-03-03,Late,245.88
R4332,O3166,P24009,2025-10-30,Wrong Item,153.45
R4333,O23999,P18490,2022-02-20,Late,211.15
R4334,O11170,P36849,2020-08-15,Wrong Item,140.45
R4335,O34132,P11481,2023-01-05,Late,64.97
R4336,O31358,P38146,2022-10-28,Wrong Item,108.42
R4337,O8426,P1788,2025-11-13,Damaged,421.13
R4338,O37104,P18602,2022-01-01,Damaged,61.22
R4339,O32404,P12911,2024-12-22,Wrong Item,51.1
R4340,O30745,P21237,2023-05-02,Late,252.07
R4341,O18096,P18178,2024-05-13,Damaged,284.81
R4342,O16987,P26979,2024-03-06,Damaged,306.8
R4343,O35055,P1050,2022-06-15,Damaged,191.99
R4344,O7529,P27238,2025-06-04,Late,130.23
R4345,O11116,P25290,2021-05-02,Late,426.09
R4346,O28382,P13674,2023-05-29,Late,227.07
R4347,O37494,P16552,2021-02-01,Damaged,438.55
R4348,O23696,P20588,2024-07-28,Late,374.2
R4349,O30627,P14714,2020-08-08,Damaged,482.83
R4350,O28963,P40310,2021-01-31,Late,236.38
R4351,O19084,P7743,2025-08-04,Late,322.49
R4352,O18783,P26132,2020-02-23,Late,101.34
R4353,O5179,P24109,2022-05-08,Damaged,169.27
R4354,O16984,P10580,2025-10-09,Damaged,362.63
R4355,O35137,P30739,2024-11-20,Wrong Item,462.78
R4356,O35047,P10594,2023-06-08,Damaged,273.28
R4357,O19304,P15878,2025-06-20,Wrong Item,174.2
R4358,O37983,P3289,2022-06-12,Damaged,331.13
R4359,O21786,P9588,2020-09-01,Damaged,51.67
R4360,O23772,P40478,2023-06-16,Wrong Item,228.51
R4361,O16673,P6487,2024-10-17,Damaged,29.34
R4362,O23981,P9622,2022-09-27,Damaged,189.15
R4363,O1126,P22834,2022-02-08,Damaged,96.73
R4364,O14943,P24422,2024-08-20,Wrong Item,444.61
R4365,O5335,P27891,2020-06-17,Damaged,117.61
R4366,O25181,P6099,2022-12-14,Damaged,484.0
R4367,O37404,P38986,2022-01-08,Wrong Item,97.8
R4368,O8745,P34001,2022-08-31,Wrong Item,156.42
R4369,O8745,P25261,2021-01-17,Damaged,164.48
R4370,O38769,P24205,2022-04-23,Damaged,19.45
R4371,O10956,P40567,2024-08-02,Damaged,242.16
R4372,O34014,P10316,2020-04-23,Damaged,437.35
R4373,O27521,P6354,2025-05-23,Late,369.67
R4374,O15753,P34565,2024-10-09,Damaged,208.94
R4375,O37870,P21572,2023-07-18,Late,273.95
R4376,O5816,P23520,2021-08-30,Late,35.97
R4377,O25068,P8298,2023-07-13,Damaged,62.4
R4378,O8013,P15530,2022-05-02,Damaged,307.09
R4379,O19080,P32589,2024-01-16,Wrong Item,331.85
R4380,O35424,P31985,2022-02-25,Damaged,359.78
R4381,O20171,P17505,2022-12-20,Damaged,105.74
R4382,O23893,P7019,2025-07-08,Wrong Item,343.63
R4383,O39627,P30400,2022-06-13,Damaged,439.15
R4384,O3451,P38248,2022-03-27,Late,141.37
R4385,O6952,P23935,2023-01-25,Late,233.87
R4386,O15358,P29774,2025-01-14,Late,73.89
R4387,O24132,P35098,2025-09-03,Late,33.11
R4388,O15404,P29333,2023-12-19,Wrong Item,163.48
R4389,O18551,P31532,2025-10-10,Late,120.78
R4390,O24557,P37871,2024-04-24,Damaged,470.28
R4391,O10164,P23815,2022-01-21,Wrong Item,483.28
R4392,O25638,P23900,2024-10-01,Damaged,131.71
R4393,O19384,P28006,2023-12-10,Late,165.03
R4394,O34135,P20295,2020-01-23,Damaged,362.87
R4395,O30145,P24281,2024-10-10,Late,466.77
R4396,O29378,P5897,2020-03-23,Damaged,39.35
R4397,O30493,P20456,2020-08-28,Wrong Item,397.09
R4398,O10262,P36088,2023-01-11,Damaged,324.36
R4399,O36890,P40902,2025-11-13,Damaged,220.89
R4400,O21618,P12344,2020-04-25,Damaged,155.9
R4401,O32519,P19596,2022-05-18,Damaged,473.93
R4402,O20611,P15639,2022-12-17,Damaged,76.18
R4403,O34792,P23712,2021-06-11,Damaged,203.33
R4404,O38671,P15426,2020-11-12,Damaged,371.39
R4405,O29519,P26403,2020-03-08,Wrong Item,391.87
R4406,O26067,P25390,2023-03-29,Wrong Item,127.65
R4407,O6266,P12960,2021-05-20,Late,90.53
R4408,O18136,P25923,2025-06-14,Damaged,46.56
R4409,O26861,P7757,2024-07-21,Late,448.36
R4410,O34625,P26527,2020-11-23,Wrong Item,380.71
R4411,O33764,P7882,2020-02-26,Wrong Item,191.58
R4412,O34991,P8456,2020-09-15,Damaged,396.59
R4413,O14758,P37844,2022-07-02,Wrong Item,281.65
R4414,O36292,P21285,2020-07-13,Damaged,302.42
R4415,O6188,P10956,2025-10-23,Late,350.73
R4416,O34756,P3399,2023-05-17,Wrong Item,494.41
R4417,O40672,P31562,2021-03-03,Damaged,23.24
R4418,O30463,P39764,2022-07-24,Late,81.07
R4419,O15262,P36126,2021-05-14,Damaged,78.77
R4420,O8025,P27297,2025-06-03,Damaged,165.98
R4421,O26537,P18309,2021-12-10,Damaged,270.1
R4422,O8298,P35854,2024-07-28,Damaged,232.93
R4423,O5719,P37021,2024-08-20,Wrong Item,117.41
R4424,O35630,P3446,2024-02-24,Damaged,102.14
R4425,O23738,P33052,2022-02-27,Damaged,142.61
R4426,O20803,P1283,2020-01-02,Damaged,196.67
R4427,O30533,P15070,2023-05-13,Wrong Item,331.54
R4428,O26534,P24964,2021-10-16,Damaged,378.32
R4429,O30288,P5894,2020-03-24,Wrong Item,100.28
R4430,O12942,P39613,2020-09-01,Damaged,380.46
R4431,O23990,P10473,2024-02-13,Damaged,201.13
R4432,O28697,P33046,2021-09-16,Wrong Item,213.99
R4433,O12007,P36010,2020-07-05,Late,102.4
R4434,O24575,P21538,2025-03-05,Wrong Item,111.86
R4435,O4914,P33957,2024-01-13,Damaged,351.36
R4436,O19027,P21892,2020-01-24,Damaged,400.5
R4437,O12769,P28814,2024-01-20,Damaged,415.17
R4438,O23004,P35235,2024-09-09,Damaged,327.22
R4439,O22290,P29822,2025-02-24,Damaged,297.96
R4440,O25419,P14972,2021-08-22,Late,328.61
R4441,O28686,P21879,2025-06-07,Late,313.47
R4442,O25104,P27492,2023-06-27,Damaged,48.5
R4443,O10206,P23012,2022-02-26,Damaged,177.57
R4444,O36427,P39642,2021-07-10,Damaged,16.03
R4445,O36453,P12449,2023-07-10,Damaged,316.2
R4446,O5298,P11552,2021-02-16,Damaged,82.39
R4447,O14338,P36280,2025-02-10,Damaged,140.44
R4448,O3001,P29863,2022-11-16,Damaged,494.52
R4449,O24917,P3748,2021-12-11,Damaged,10.6
R4450,O12710,P14699,2020-12-16,Damaged,304.99
R4451,O29817,P24026,2025-09-19,Wrong Item,334.01
R4452,O5225,P16248,2021-12-01,Late,437.3
R4453,O19235,P17536,2021-09-14,Late,431.55
R4454,O18388,P40798,2021-07-14,Damaged,280.36
R4455,O23493,P24504,2022-02-18,Late,75.07
R4456,O1304,P30894,2022-02-05,Damaged,420.54
R4457,O11816,P19370,2022-06-13,Damaged,106.95
R4458,O1874,P1017,2020-11-20,Damaged,29.4
R4459,O33096,P10800,2020-07-14,Damaged,90.97
R4460,O33152,P18897,2024-10-12,Damaged,479.73
R4461,O27824,P39978,2023-12-07,Wrong Item,406.7
R4462,O16342,P17219,2025-01-06,Wrong Item,276.7
R4463,O31327,P35361,2020-07-06,Late,313.75
R4464,O15727,P24388,2020-08-16,Late,162.54
R4465,O19917,P12701,2024-05-02,Late,287.48
R4466,O18434,P10577,2025-07-15,Late,219.36
R4467,O28902,P5698,2024-01-15,Damaged,180.55
R4468,O21522,P33981,2025-04-13,Damaged,195.46
R4469,O7985,P26965,2022-01-27,Late,232.61
R4470,O8111,P7401,2020-07-26,Damaged,315.21
R4471,O28537,P16100,2023-07-10,Late,312.34
R4472,O22057,P11251,2020-08-14,Damaged,228.32
R4473,O3539,P11148,2020-07-25,Wrong Item,135.62
R4474,O40295,P1677,2025-04-12,Damaged,94.82
R4475,O34620,P31300,2024-03-25,Late,175.39
R4476,O39891,P1255,2021-11-01,Damaged,347.33
R4477,O19468,P35106,2022-03-10,Wrong Item,89.0
R4478,O2551,P20781,2024-05-09,Damaged,420.78
R4479,O2454,P26832,2021-03-23,Damaged,286.3
R4480,O27534,P5063,2025-04-01,Wrong Item,143.71
R4481,O24058,P16220,2023-07-16,Damaged,482.19
R4482,O22211,P32897,2025-09-26,Damaged,383.01
R4483,O39325,P15117,2025-05-31,Damaged,116.48
R4484,O29041,P39992,2022-06-06,Damaged,490.92
R4485,O30882,P8144,2023-04-08,Damaged,115.22
R4486,O14537,P9004,2024-08-11,Damaged,469.55
R4487,O12452,P39115,2020-03-09,Wrong Item,467.4
R4488,O16491,P31479,2022-05-12,Wrong Item,447.02
R4489,O18039,P23260,2020-10-25,Late,326.69
R4490,O6932,P29239,2023-08-09,Damaged,121.04
R4491,O6379,P35351,2023-12-19,Late,160.1
R4492,O16131,P9488,2024-11-18,Damaged,445.51
R4493,O8565,P24358,2020-05-10,Damaged,484.2
R4494,O25372,P24958,2020-09-12,Damaged,295.06
R4495,O16345,P10017,2021-03-30,Wrong Item,443.28
R4496,O22446,P28762,2025-12-16,Wrong Item,272.33
R4497,O8702,P1448,2025-09-23,Wrong Item,119.48
R4498,O5735,P2579,2025-02-28,Damaged,164.56
R4499,O33658,P20137,2020-12-17,Damaged,262.96
R4500,O20087,P10021,2025-12-18,Late,156.06
R4501,O3873,P12367,2023-03-30,Damaged,119.1
R4502,O15264,P15721,2020-05-15,Late,476.79
R4503,O2422,P8029,2025-11-27,Damaged,388.1
R4504,O13493,P36844,2020-02-22,Damaged,70.87
