Payment_ID,Order_ID,Payment_Date,Payment_Method,Payment_Status,Amount_Paid
PM5878,O5832,2022-05-23,upi,paid,4586.841304108384
PM5879,O23908,2025-12-24,Card,Paid,279.482101831281
PM5880,O35106,2022-05-30,Card,Failed,4015.920382020296
PM5881,O14168,2023-10-11,COD,paid,4288.0315225853155
PM5882,O9386,2024-06-06,UPI,paid,2132.8537930877355
PM5883,O9244,2020-05-29,card,Paid,1960.8652129972404
PM5884,O14964,2025-12-08,card,Failed,4779.701089310035
PM5885,O14240,2020-02-14,COD,Failed,4606.781014450708
PM5886,O25784,2021-05-21,Card,Paid,2350.3067964595834
PM5887,O35284,2021-03-02,upi,paid,433.0683241230621
PM5888,O1086,2025-11-04,upi,Paid,4385.432081789555
PM5889,O19934,2025-04-25,card,paid,665.3254221231042
PM5890,O21993,2021-09-03,Card,Paid,1046.267695568923
PM5891,O22205,2023-04-08,Card,Paid,3519.7626955178202
PM5892,O17677,2020-03-03,Card,paid,3677.5482540268235
PM5893,O38278,2025-05-01,UPI,Failed,2875.3893942579116
PM5894,O7513,2024-06-15,COD,Paid,4479.306589695782
PM5895,O9304,2020-02-06,upi,Paid,1169.3656424913827
PM5896,O39354,2025-01-02,card,Paid,1593.166583605951
PM5897,O10364,2023-02-11,card,Failed,1369.0741420319828
PM5898,O27875,2020-12-25,COD,paid,2965.0687294948693
PM5899,O28988,2025-06-19,upi,Paid,4007.7418970872386
PM5900,O1654,2025-12-27,card,Failed,1567.1843117607266
PM5901,O19123,2020-04-11,card,Paid,4938.419375609306
PM5902,O10803,2023-01-29,UPI,paid,2328.3139599004485
PM5903,O32666,2023-01-15,UPI,Paid,4185.567610090497
PM5904,O27055,2024-01-29,upi,paid,3120.608988422632
PM5905,O2700,2021-11-10,upi,paid,598.4028923890241
PM5906,O14882,2020-06-26,card,Paid,3248.153601713099
PM5907,O4060,2022-08-17,card,Paid,4434.814219381632
PM5908,O33734,2023-03-28,Card,paid,4336.691563598981
PM5909,O23958,2021-11-23,Card,Failed,2269.378267034044
PM5910,O21092,2023-12-23,UPI,Paid,923.4526935054585
PM5911,O34434,2023-04-20,card,Paid,3565.535383947107
PM5912,O25158,2024-06-22,Card,paid,4128.8358437063835
PM5913,O22693,2021-04-08,card,paid,4627.163915871433
PM5914,O28757,2024-12-01,Card,Paid,2601.201969618095
PM5915,O29768,2023-04-18,UPI,Paid,4029.5165430771863
PM5916,O5633,2021-03-13,COD,paid,3450.9228811944745
PM5917,O9366,2022-05-10,UPI,paid,2269.7683288868634
PM5918,O18576,2020-09-30,Card,paid,3307.4917190324763
PM5919,O3873,2022-06-29,UPI,Failed,4998.577066782252
PM5920,O11636,2025-08-27,Card,paid,1263.6496905597262
PM5921,O40025,2020-08-26,Card,paid,2120.3817255032495
PM5922,O32510,2020-08-06,Card,Failed,3864.1457684798615
PM5923,O12634,2023-06-14,upi,Paid,977.2846340584384
PM5924,O36904,2025-04-26,Card,Failed,3972.9467187528116
PM5925,O26688,2022-03-15,card,Paid,517.0195620095792
PM5926,O40040,2025-04-07,card,paid,2789.463401182326
PM5927,O15627,2024-01-07,card,paid,4202.408176758241
PM5928,O34760,2023-11-17,Card,Paid,4033.9841001271825
PM5929,O8294,2021-11-10,COD,paid,3951.3418822544572
PM5930,O36538,2024-06-15,COD,Failed,4117.256333675427
PM5931,O21854,2025-06-20,upi,Paid,482.327033961109
PM5932,O8573,2021-07-27,card,Failed,200.34759918182039
PM5933,O25621,2024-12-13,upi,Failed,4482.929392301963
PM5934,O19167,2020-08-29,Card,Failed,1020.2161085919529
PM5935,O18197,2025-11-01,upi,Paid,1412.7038897837467
PM5936,O32769,2022-09-24,card,Paid,2073.716387833905
PM5937,O17326,2020-08-14,upi,paid,2188.110027782285
PM5938,O4706,2021-07-02,upi,paid,3136.7113030172486
PM5939,O11495,2021-09-10,upi,Paid,1051.6181454052503
PM5940,O22702,2020-10-17,card,Failed,420.6230475986829
PM5941,O30978,2023-12-14,card,paid,3201.1556706306087
PM5942,O19969,2022-04-13,upi,Paid,2700.9508324469743
PM5943,O37558,2020-10-06,UPI,Failed,4682.510091097903
PM5944,O29336,2024-10-31,UPI,paid,2723.4521583256196
PM5945,O20749,2021-11-12,UPI,paid,3505.5012267847733
PM5946,O29038,2020-06-25,Card,paid,26.94847376563154
PM5947,O17403,2024-08-01,card,Failed,2956.0767757880144
PM5948,O19700,2024-10-30,Card,Failed,3091.1961146187127
PM5949,O6103,2025-02-02,card,paid,4066.860933625334
PM5950,O22714,2024-02-10,card,Failed,839.4110729784264
PM5951,O32751,2024-10-08,Card,Failed,1409.9774816932256
PM5952,O15632,2025-10-24,Card,paid,2955.7342436503272
PM5953,O10205,2025-03-07,upi,Failed,717.7647391945569
PM5954,O40827,2022-07-11,Card,paid,771.1714212941158
PM5955,O18615,2021-11-19,card,Paid,730.0651050475839
PM5956,O13135,2023-11-23,card,Paid,2601.266891155331
PM5957,O38255,2024-03-11,card,paid,4726.342845550679
PM5958,O18725,2025-10-14,Card,paid,3009.1980823867743
PM5959,O8076,2021-10-10,COD,Failed,3112.781849451538
PM5960,O3758,2024-05-04,Card,paid,1525.4020372169143
PM5961,O7399,2023-01-04,UPI,Failed,4740.725777742383
PM5962,O19938,2023-10-28,COD,Failed,4187.281465177397
PM5963,O1417,2024-10-26,UPI,Paid,1279.2035321424642
PM5964,O17298,2023-02-17,COD,paid,2974.8943793850576
PM5965,O36449,2025-03-26,UPI,Failed,316.97849647940575
PM5966,O26881,2020-07-10,upi,paid,671.0349042219577
PM5967,O1331,2024-10-27,card,Failed,4593.059371264848
PM5968,O13351,2021-11-18,card,Paid,2565.1200819965234
PM5969,O14527,2021-09-05,upi,paid,2199.788341475054
PM5970,O2410,2020-11-25,UPI,Paid,999.2737664376147
PM5971,O17103,2023-12-24,upi,Failed,664.2595409874824
PM5972,O24008,2023-01-03,upi,paid,277.6152725760582
PM5973,O17153,2022-05-14,Card,Paid,2959.5441983351207
PM5974,O38919,2023-01-06,card,Paid,1086.4079570245215
PM5975,O18568,2022-04-19,card,Failed,1264.228524932369
PM5976,O25436,2024-05-24,COD,paid,4402.531081883138
PM5977,O23846,2024-02-27,card,Paid,4832.3908171366
PM5978,O14205,2022-11-07,UPI,paid,603.6089460541143
PM5979,O39533,2020-03-02,card,paid,1997.1884454339472
PM5980,O6062,2021-08-14,Card,paid,416.065021171623
PM5981,O15936,2024-02-10,card,paid,3499.161634833051
PM5982,O38761,2023-01-21,COD,paid,2702.125261142403
PM5983,O2666,2022-07-25,upi,Failed,2922.7788137076027
PM5984,O14226,2025-10-28,UPI,paid,383.25432498346254
PM5985,O37954,2023-09-03,card,Failed,845.4154231811225
PM5986,O15466,2020-10-27,upi,Paid,1474.5428221136378
PM5987,O7562,2023-11-25,upi,paid,3822.3909040079357
PM5988,O1135,2022-09-24,card,paid,4614.102966989116
PM5989,O36566,2020-06-29,upi,paid,1849.5541218080189
PM5990,O10229,2022-12-19,upi,Failed,1645.9967799720946
PM5991,O4554,2022-12-24,card,paid,3376.811511844819
PM5992,O37593,2025-09-14,upi,Failed,4936.369519378107
PM5993,O14943,2022-01-31,COD,Paid,1958.4969883527228
PM5994,O27387,2020-02-04,UPI,paid,3404.7185994870756
PM5995,O5668,2021-06-23,UPI,Failed,1956.8477916407048
PM5996,O7064,2025-09-10,COD,Paid,131.118572098173
PM5997,O34610,2021-01-10,Card,Failed,1479.8956682831936
PM5998,O33464,2021-03-21,Card,Failed,1647.9460554117056
PM5999,O34432,2024-11-22,upi,Failed,3273.520911155415
PM6000,O29709,2024-01-08,UPI,Paid,4042.9537006036
PM6001,O31131,2025-11-30,COD,Paid,793.3513408996627
PM6002,O35113,2023-12-06,upi,Failed,3669.6132001613328
PM6003,O36998,2020-01-18,COD,Paid,2870.0217355863438
PM6004,O28430,2023-09-22,Card,paid,140.3272327793035
PM6005,O18388,2024-07-18,card,paid,1625.3572729943594
PM6006,O33727,2022-07-24,card,Paid,18.937438100085313
PM6007,O34317,2025-05-17,Card,Failed,3320.9118096534803
PM6008,O31944,2021-07-22,upi,paid,4421.5413658814
PM6009,O10135,2022-03-16,UPI,paid,1386.034177533906
PM6010,O3055,2024-08-01,COD,paid,2918.7284582739094
PM6011,O3303,2021-12-04,UPI,Failed,3409.4410221187427
PM6012,O1148,2020-02-29,COD,Paid,4898.395784807477
PM6013,O1625,2021-12-17,COD,paid,4892.259276979612
PM6014,O27060,2025-01-17,Card,Failed,3648.707611134304
PM6015,O16583,2022-09-25,Card,Paid,4521.027916818029
PM6016,O6408,2023-06-15,card,Paid,2649.2177781983346
PM6017,O5704,2021-05-18,upi,Paid,1383.3706291828505
PM6018,O19940,2022-11-08,card,paid,3750.679860279812
PM6019,O2943,2021-10-24,upi,Failed,2395.6539472179616
PM6020,O37203,2023-04-24,COD,Failed,2197.2635724293273
PM6021,O18284,2022-12-17,upi,paid,816.072557306092
PM6022,O34799,2022-09-28,card,Failed,2941.685714872697
PM6023,O31199,2023-05-16,upi,Failed,1160.6209450331423
PM6024,O26424,2022-12-27,COD,Failed,4129.522065844709
PM6025,O39838,2023-02-28,card,paid,1108.7138189375723
PM6026,O27067,2024-05-05,upi,paid,4660.385180554033
PM6027,O11722,2025-05-12,card,paid,3044.274950030585
PM6028,O11153,2022-05-28,UPI,Paid,1898.3857333282092
PM6029,O6929,2022-12-15,UPI,Paid,4460.096362561391
PM6030,O33826,2025-03-19,upi,Paid,2014.7365778499604
PM6031,O29361,2023-07-01,UPI,Failed,1097.4044551879813
PM6032,O5784,2023-07-09,UPI,paid,1612.1160941387784
PM6033,O27747,2020-02-13,Card,paid,3445.1532358964905
PM6034,O16261,2022-09-16,card,paid,1722.6438043684138
PM6035,O19551,2025-05-23,card,paid,1787.6910900150579
PM6036,O28833,2022-01-14,COD,paid,3413.411562253541
PM6037,O29654,2022-04-14,COD,Paid,2104.0026143581426
PM6038,O9718,2024-05-01,card,paid,4272.347735686462
PM6039,O17788,2021-02-14,Card,Failed,4629.773884549713
PM6040,O1981,2020-06-26,Card,Paid,1774.497784194292
PM6041,O25769,2020-05-16,UPI,Paid,1468.3424533975535
PM6042,O31863,2024-01-14,card,paid,3350.0169711307676
PM6043,O29263,2025-03-17,UPI,Paid,2489.689858910801
PM6044,O36350,2021-12-13,card,Failed,3572.6155515174455
PM6045,O3486,2022-03-17,Card,Failed,3356.4869859804717
PM6046,O22108,2024-10-07,Card,Paid,2169.616138261075
PM6047,O25606,2025-04-20,card,Paid,1799.4777641963776
PM6048,O34999,2021-05-19,Card,Paid,3888.5050228964956
PM6049,O29736,2020-02-09,Card,Failed,537.3300381475306
PM6050,O39017,2023-06-10,card,Paid,3698.8024877577745
PM6051,O25464,2021-07-20,UPI,Failed,445.27454784360117
PM6052,O23244,2023-04-19,upi,paid,791.8234644510301
PM6053,O38092,2025-09-04,upi,Paid,1699.2251169318997
PM6054,O5994,2024-11-28,Card,paid,2061.1058814035437
PM6055,O17022,2020-12-08,COD,Paid,3730.233054833876
PM6056,O29863,2021-04-07,UPI,paid,189.87852731823435
PM6057,O12960,2022-09-19,card,paid,155.26738647527426
PM6058,O14259,2021-02-28,Card,Failed,4204.625340120886
PM6059,O12808,2024-12-02,card,paid,850.0324783102324
PM6060,O13526,2021-05-11,card,paid,1866.025961456752
PM6061,O13352,2020-03-31,UPI,paid,3724.3669600458984
PM6062,O13839,2020-11-14,UPI,paid,2189.399039323335
PM6063,O30420,2020-04-05,upi,paid,1817.5407640798894
PM6064,O24572,2024-02-06,UPI,Failed,3865.7303040234206
PM6065,O18755,2024-08-28,COD,paid,420.9489000052947
PM6066,O39398,2022-10-09,COD,paid,4744.159314546415
PM6067,O6757,2023-01-14,card,Failed,4764.581180865595
PM6068,O32769,2025-05-11,COD,Paid,133.14387241610308
PM6069,O37874,2021-07-02,card,Failed,3792.544732762303
PM6070,O1312,2020-05-22,COD,Failed,2545.6748455200873
PM6071,O31957,2024-06-18,upi,paid,1083.5789351240364
PM6072,O25816,2020-01-30,card,Failed,4333.245038561144
PM6073,O7620,2023-01-16,card,Failed,4399.5958030580605
PM6074,O32704,2022-08-27,UPI,Paid,1888.5827496786517
PM6075,O3500,2025-07-20,Card,Paid,1270.1046832333561
PM6076,O1821,2020-01-12,upi,Paid,3966.4996652918608
PM6077,O28151,2023-02-14,upi,Failed,2394.996237756172
PM6078,O5255,2024-03-25,card,paid,2842.2454759263055
PM6079,O9861,2021-06-06,UPI,Failed,4909.561631354869
PM6080,O4440,2021-03-10,COD,Failed,2553.6925032947
PM6081,O2020,2022-02-11,card,Failed,3179.994635463527
PM6082,O10729,2022-11-23,card,Paid,1032.3367115560197
PM6083,O27906,2022-07-03,Card,paid,1473.2323039516582
PM6084,O14129,2025-02-26,Card,paid,1972.2996177593313
PM6085,O27429,2025-05-31,upi,Paid,4517.356983532791
PM6086,O39981,2024-03-04,Card,Failed,337.98612382852906
PM6087,O27960,2024-05-28,UPI,Failed,2329.7101700106573
PM6088,O15299,2024-06-19,upi,Paid,1366.0787003462292
PM6089,O25828,2021-10-29,Card,Failed,28.735490595665645
PM6090,O38268,2023-03-06,Card,Paid,1341.565890317491
PM6091,O26785,2025-08-08,upi,Failed,4108.217397414025
PM6092,O8996,2020-11-07,card,paid,1119.0833360320296
PM6093,O14238,2023-10-15,COD,Paid,2413.5031560291923
PM6094,O26235,2023-01-10,card,paid,722.9895434018202
PM6095,O10160,2022-10-05,UPI,Failed,3240.9093176325523
PM6096,O32908,2020-07-12,card,paid,2909.50111853022
PM6097,O6917,2022-06-07,card,Paid,4373.606765663233
PM6098,O36006,2022-11-25,Card,Failed,4956.771773502523
PM6099,O17932,2022-10-14,COD,Failed,4165.824506031431
PM6100,O7258,2021-09-20,upi,Failed,1137.0234782630928
PM6101,O37918,2024-09-13,upi,Failed,2084.108562618845
PM6102,O1030,2020-10-22,card,Failed,3401.2056536174014
PM6103,O31217,2020-03-11,UPI,Paid,3802.35984352996
PM6104,O32582,2023-01-14,COD,paid,2269.976806490488
PM6105,O23568,2023-11-28,card,Failed,4081.6943303130824
PM6106,O32080,2020-05-04,COD,paid,2608.6296132172915
PM6107,O19099,2024-07-27,UPI,Paid,198.89271664958824
PM6108,O17599,2024-02-25,COD,Paid,3832.500054432878
PM6109,O6553,2024-05-27,Card,paid,856.7687480117937
PM6110,O29170,2023-05-14,COD,Paid,3483.2970121674302
PM6111,O1949,2024-07-15,Card,paid,2559.4668044701443
PM6112,O33434,2022-03-26,upi,Paid,2195.078919021513
PM6113,O25103,2020-06-05,card,Paid,3889.0830221090646
PM6114,O34791,2024-09-17,card,paid,169.7245600018262
PM6115,O10137,2020-01-17,card,paid,3658.973812311474
PM6116,O36908,2021-08-05,card,Paid,917.4922652018266
PM6117,O30740,2020-11-11,card,paid,564.2896725995838
PM6118,O22534,2025-02-15,Card,Paid,1092.6310589995494
PM6119,O13114,2020-08-19,COD,paid,3965.4331084897267
PM6120,O36340,2021-05-18,UPI,Paid,936.3769201338616
PM6121,O35198,2023-05-26,COD,paid,817.3907721158204
PM6122,O20121,2021-12-12,upi,Paid,3008.4574661803617
PM6123,O2957,2023-04-05,card,Failed,1787.326470059708
PM6124,O27968,2023-09-07,UPI,paid,872.8791617404835
PM6125,O3900,2025-10-29,upi,Paid,3459.724365447651
PM6126,O19214,2025-09-03,COD,Paid,4386.48364803485
PM6127,O37217,2021-11-25,card,paid,1185.5181092751009
PM6128,O36336,2023-09-17,card,Paid,1037.9977909407507
PM6129,O14537,2020-01-13,upi,Paid,663.5841358666008
PM6130,O3441,2021-10-23,Card,paid,1996.5164271991964
PM6131,O31147,2021-08-01,COD,Paid,3023.7632437313023
PM6132,O9569,2020-09-10,Card,Paid,1725.5776999876693
PM6133,O38647,2025-12-28,card,paid,73.37559662875711
PM6134,O2129,2025-05-06,card,paid,3524.7549738692137
PM6135,O31892,2021-11-20,UPI,Paid,3214.90494940681
PM6136,O9001,2025-04-04,upi,paid,190.5894515931658
PM6137,O17411,2025-04-29,UPI,paid,1341.577653423754
PM6138,O25153,2021-02-12,UPI,paid,2704.904449858401
PM6139,O24259,2021-08-31,UPI,paid,4261.910964142873
PM6140,O34567,2022-07-06,card,Failed,1462.415318730876
PM6141,O24504,2025-09-10,Card,paid,3453.8668687519034
PM6142,O21297,2023-11-29,upi,Failed,1472.7361295109374
PM6143,O19300,2020-08-28,card,Paid,221.59116799399266
PM6144,O9532,2022-01-02,COD,Paid,1281.9012541136706
PM6145,O34975,2020-12-26,UPI,Failed,2383.083700673891
PM6146,O20944,2022-08-10,COD,Failed,3038.0514291657073
PM6147,O10759,2024-08-08,upi,Failed,4016.386352364207
PM6148,O14732,2022-06-07,Card,Paid,4581.255908454377
PM6149,O39311,2025-01-24,card,Failed,3168.167000242325
PM6150,O2369,2024-11-16,card,paid,3365.6169213365306
PM6151,O27236,2021-06-24,UPI,paid,1771.0140363598089
PM6152,O15275,2022-12-25,UPI,Failed,4655.510397899682
PM6153,O22154,2022-06-20,COD,Failed,1263.3879429082458
PM6154,O9784,2020-03-23,COD,paid,2429.55066630031
PM6155,O30205,2025-09-17,upi,paid,3485.516071441072
PM6156,O39299,2022-12-10,COD,paid,629.6816700607995
PM6157,O39814,2024-11-18,UPI,Paid,4659.164378514627
PM6158,O21213,2022-11-02,Card,Paid,3946.8048989418794
PM6159,O32590,2022-09-18,upi,paid,1363.2035717058443
PM6160,O27121,2020-08-07,Card,Paid,353.8747128198749
PM6161,O24767,2021-07-16,card,Failed,330.54900122477716
PM6162,O8970,2020-10-21,UPI,Failed,3966.8705667798677
PM6163,O11834,2023-03-12,card,Paid,4840.577493678248
PM6164,O10907,2023-05-05,upi,Paid,1890.5243195428723
PM6165,O9904,2020-05-31,COD,Paid,607.544890922066
PM6166,O40954,2021-10-31,Card,Paid,2473.44018220482
PM6167,O12409,2024-06-04,COD,Failed,1702.433769341907
PM6168,O27907,2020-05-08,card,Paid,398.92230966467804
PM6169,O32180,2025-01-11,COD,Failed,2822.31865720315
PM6170,O37644,2020-10-13,upi,paid,3177.7695452288767
PM6171,O39608,2024-06-01,UPI,paid,425.34024089344234
PM6172,O32939,2022-01-14,Card,paid,944.4943134774658
PM6173,O38344,2025-09-01,Card,Failed,1373.6423749614978
PM6174,O8611,2022-03-08,UPI,Failed,2032.7244017341832
PM6175,O30658,2023-12-22,card,Paid,1685.8978317527815
PM6176,O15984,2023-05-23,COD,paid,965.104979338959
PM6177,O33305,2022-09-21,upi,Failed,1266.3567625833982
PM6178,O15622,2023-04-19,UPI,Paid,1678.244006204075
PM6179,O18002,2022-04-01,upi,paid,1943.637967556379
PM6180,O21841,2021-03-21,card,Paid,1969.7064815702358
PM6181,O33369,2024-09-01,upi,paid,2021.1991825530763
PM6182,O34328,2025-01-06,COD,Paid,117.27568372884562
PM6183,O1028,2021-12-10,upi,Paid,1998.440792060783
PM6184,O37625,2021-03-31,upi,Failed,2013.9802454043097
PM6185,O25012,2023-08-10,Card,paid,464.9699993297309
PM6186,O21839,2022-07-13,upi,Failed,2596.0939946022377
PM6187,O15525,2024-01-18,upi,Paid,4495.386331542963
PM6188,O10260,2020-11-26,card,paid,2120.5928575512653
PM6189,O35183,2023-01-13,Card,Paid,4602.603308940749
PM6190,O2566,2025-12-24,card,Paid,2244.742300539055
PM6191,O37552,2023-03-22,upi,paid,4581.985257105186
PM6192,O11753,2022-03-14,Card,paid,1184.0309966238708
PM6193,O6663,2020-06-09,UPI,Failed,4410.968238331603
PM6194,O33719,2022-03-30,Card,Paid,3674.122957860911
PM6195,O25763,2025-07-24,UPI,Paid,3605.884032157691
PM6196,O1375,2023-02-18,COD,Failed,4925.922552519232
PM6197,O22928,2020-01-31,COD,Paid,3212.5452306635398
PM6198,O23537,2023-10-24,upi,Paid,3484.9615097255933
PM6199,O23595,2021-08-01,Card,Failed,3633.8329538829325
PM6200,O2699,2022-02-03,Card,Paid,4857.252159606778
PM6201,O7391,2022-01-10,Card,Paid,4760.932207026968
PM6202,O11312,2025-12-26,upi,Paid,4126.976688664546
PM6203,O3134,2024-11-14,Card,Failed,2570.9745344341313
PM6204,O36905,2025-08-30,card,paid,294.4200395221561
PM6205,O14766,2025-06-26,Card,paid,4090.56285346206
PM6206,O32572,2021-02-23,UPI,Failed,1534.2917763065866
PM6207,O37130,2020-04-08,upi,paid,3815.161802571798
PM6208,O15499,2020-11-24,UPI,Paid,3290.358071618453
PM6209,O5483,2021-06-09,upi,Paid,4448.360252157155
PM6210,O13423,2024-07-27,UPI,Failed,1997.1788728614126
PM6211,O25032,2020-11-09,upi,Failed,3201.5266211560493
PM6212,O12030,2022-08-31,Card,Paid,2974.840657252322
PM6213,O28907,2023-03-22,UPI,Failed,98.78832514549914
PM6214,O35667,2020-02-06,Card,Failed,4509.573720587853
PM6215,O23847,2021-08-22,UPI,paid,2247.020672572147
PM6216,O29179,2024-11-20,upi,Paid,4561.432477594825
PM6217,O33269,2024-02-12,UPI,paid,733.7410359404147
PM6218,O9385,2024-11-17,COD,Failed,2569.6458839793795
PM6219,O26545,2022-12-24,card,Paid,3066.025244206019
PM6220,O5218,2021-07-16,UPI,Failed,3930.295870629227
PM6221,O3343,2024-07-09,Card,Failed,2565.393521303186
PM6222,O27138,2022-09-04,UPI,Paid,2439.5491807015783
PM6223,O11642,2022-11-20,UPI,paid,1790.933810162483
PM6224,O1763,2024-07-17,card,paid,36.352429925825106
PM6225,O18341,2020-06-10,UPI,Paid,2751.5841481066363
PM6226,O13421,2024-10-03,card,Paid,640.0317778208797
PM6227,O1977,2023-02-23,upi,Paid,2701.2383552760334
PM6228,O20181,2023-11-09,upi,Failed,3372.4044980645303
PM6229,O29974,2024-09-03,UPI,Paid,271.5548225008416
PM6230,O3748,2023-01-21,COD,Failed,4497.851062107604
PM6231,O39373,2022-09-06,upi,Paid,3556.647288484307
PM6232,O23869,2022-05-27,card,paid,3436.406654740203
PM6233,O1763,2021-07-18,UPI,Paid,236.1335918364461
PM6234,O25163,2021-10-26,upi,Failed,2356.127215159804
PM6235,O14957,2023-11-25,UPI,Failed,1601.7718436182954
PM6236,O5804,2023-10-22,upi,Paid,3872.180634080234
PM6237,O9885,2020-11-17,Card,paid,1244.7654676601487
PM6238,O24300,2022-11-03,Card,paid,2564.599470229579
PM6239,O36172,2025-04-04,UPI,Failed,1396.9508653094751
PM6240,O7769,2022-02-04,Card,Paid,822.2182850723317
PM6241,O19112,2022-07-02,Card,Paid,1188.206261668327
PM6242,O34491,2021-06-03,UPI,Paid,3748.2670901000565
PM6243,O27120,2024-05-24,Card,Paid,3368.3392992654462
PM6244,O23093,2020-10-21,Card,paid,2373.755364500231
PM6245,O33969,2021-06-13,COD,Failed,1025.7183495274126
PM6246,O7138,2021-10-13,card,paid,2993.3737533718154
PM6247,O13693,2023-09-20,COD,Paid,1734.531802925496
PM6248,O6252,2023-08-08,COD,Failed,1169.6357556193227
PM6249,O18135,2023-01-15,card,Failed,1456.9127491292336
PM6250,O32989,2022-07-22,upi,Paid,2378.1242606960996
PM6251,O21427,2024-07-28,Card,paid,2217.197868660021
PM6252,O23547,2021-12-28,card,paid,2528.5724256866765
PM6253,O13425,2020-03-11,UPI,Failed,3811.294064634457
PM6254,O8848,2024-05-19,card,paid,2120.917282138153
PM6255,O19858,2025-11-15,UPI,Failed,1364.7501529320168
PM6256,O8268,2023-09-26,COD,paid,4839.3402337260695
PM6257,O31202,2021-02-08,UPI,Failed,1543.374704748511
PM6258,O19274,2022-09-11,card,Paid,747.1051011722001
PM6259,O17835,2022-04-16,UPI,Paid,4675.406980062065
PM6260,O13625,2022-10-24,Card,paid,4827.079599264087
PM6261,O34110,2024-10-23,Card,Paid,3352.07280361281
PM6262,O39928,2022-11-04,upi,Failed,1726.4895388507562
PM6263,O33089,2025-03-05,upi,Paid,3944.692380341979
PM6264,O32672,2020-05-31,Card,Paid,911.0751179467991
PM6265,O22217,2022-08-27,card,Paid,3714.304790550194
PM6266,O9760,2025-07-03,UPI,paid,4887.059314733338
PM6267,O1121,2025-10-23,upi,paid,4893.697161744226
PM6268,O29825,2023-04-12,UPI,Paid,3038.7375616321788
PM6269,O38742,2022-05-06,COD,paid,4235.690020773598
PM6270,O29747,2024-04-30,upi,Failed,2151.2153999074912
PM6271,O37494,2025-07-12,upi,Paid,550.7869352182338
PM6272,O34552,2022-12-10,Card,Failed,2600.093700051618
PM6273,O23813,2025-04-19,upi,paid,4092.6519862998257
PM6274,O26357,2020-08-21,card,Failed,258.94499247352746
PM6275,O10215,2023-09-28,upi,paid,1568.6963092039823
PM6276,O7399,2021-11-01,COD,Failed,3207.734474867808
PM6277,O4670,2021-05-14,COD,paid,551.2052409581157
PM6278,O22520,2023-10-17,Card,paid,4560.356228520784
PM6279,O31303,2025-06-03,card,Paid,4704.675266430575
PM6280,O39004,2021-06-06,upi,Paid,3446.0670771497344
PM6281,O29577,2022-12-29,COD,Failed,4885.817067232747
PM6282,O7931,2021-03-27,card,paid,1667.848779311058
PM6283,O4719,2023-01-15,Card,paid,63.50536481612871
PM6284,O21130,2025-12-29,upi,paid,4897.276580809656
PM6285,O11597,2020-11-01,UPI,Failed,3584.7792820291043
PM6286,O34959,2024-11-23,COD,Paid,3106.1366830417546
PM6287,O26513,2023-08-26,UPI,paid,311.86963321213995
PM6288,O19703,2023-01-22,card,Paid,2245.2904285583695
PM6289,O18331,2024-02-28,Card,Failed,2282.870710949096
PM6290,O35641,2024-05-19,upi,paid,2871.830973490383
PM6291,O36087,2022-10-09,UPI,Failed,698.4658031361045
PM6292,O3440,2021-08-26,Card,Paid,41.191798233081116
PM6293,O7263,2025-04-25,card,Paid,2357.1194006265246
PM6294,O7262,2025-04-21,upi,Failed,4231.31207264529
PM6295,O23419,2021-03-10,card,Paid,2326.467638947067
PM6296,O39974,2025-02-18,Card,Paid,3129.19455120631
PM6297,O23846,2025-12-04,card,Failed,4374.842827457268
PM6298,O4948,2023-01-13,UPI,paid,4250.747173586672
PM6299,O39668,2023-05-21,COD,Failed,2177.5243996244913
PM6300,O3894,2025-04-06,upi,Paid,234.48071570657658
PM6301,O2049,2021-04-11,Card,paid,2174.0922123978476
PM6302,O25080,2025-04-18,card,Paid,3091.682141590395
PM6303,O23376,2022-07-20,Card,Failed,4523.440312616507
PM6304,O15377,2024-12-31,Card,Failed,2775.4502186227323
PM6305,O35016,2023-07-05,Card,Paid,1926.1598751090007
PM6306,O24598,2025-06-21,UPI,paid,530.3526026251436
PM6307,O2439,2024-10-17,card,Failed,1052.621433105798
PM6308,O11735,2023-12-15,Card,paid,2639.491698778702
PM6309,O21176,2020-04-27,upi,Failed,1562.6067394432007
PM6310,O30359,2025-11-17,Card,Failed,3808.600801790812
PM6311,O29900,2024-10-22,UPI,Failed,744.1266766953191
PM6312,O18995,2025-05-06,card,Failed,3803.893500162263
PM6313,O40801,2023-10-08,upi,paid,452.768623939108
PM6314,O25280,2021-07-26,upi,Failed,334.34409865273676
PM6315,O39481,2022-05-20,COD,Failed,958.2925038770339
PM6316,O26517,2021-07-13,card,Failed,4375.353234849933
PM6317,O6176,2022-01-08,upi,paid,206.6522863055743
PM6318,O29272,2022-09-10,UPI,paid,3612.2628115365264
PM6319,O32123,2025-01-19,card,Paid,999.9827778957011
PM6320,O10947,2021-04-20,COD,paid,3432.3165235411147
PM6321,O25318,2022-08-01,upi,paid,44.549611923228134
PM6322,O1005,2021-12-08,COD,Paid,2191.246752166931
PM6323,O3673,2021-02-25,COD,paid,3900.5733741118593
PM6324,O38502,2022-05-21,UPI,Paid,2104.4717144684428
PM6325,O21072,2020-04-15,card,paid,2787.5979797860937
PM6326,O21146,2025-12-09,UPI,Failed,2773.9404736830097
PM6327,O27078,2024-01-01,COD,paid,1222.4443566745063
