Return_ID,Order_ID,Product_ID,Return_Date,Return_Reason,Refund_Amount
R12204,O15781,P5279,2025-09-09,Damaged,130.50385503515355
R12205,O36445,P13122,2025-11-14,Damaged,144.16502545944846
R12206,O5495,P12661,2025-09-30,Late,442.14149964655206
R12207,O9729,P19334,2024-05-19,damaged,5.8900197003091845
R12208,O14761,P12703,2022-07-31,Wrong Item,155.96854684918597
R12209,O29093,P28624,2022-09-06,Wrong Item,467.18290247316554
R12210,O18304,P27877,2025-01-27,Wrong Item,427.21300913102715
R12211,O34703,P7574,2021-09-30,Wrong Item,144.36810691397991
R12212,O5886,P27067,2023-07-16,damaged,345.50220961376937
R12213,O9755,P27732,2021-11-11,Wrong Item,123.01672705756431
R12214,O35535,P31584,2022-10-03,Damaged,65.7493647540866
R12215,O14826,P18898,2023-10-15,damaged,177.76458956184052
R12216,O39508,P12368,2021-11-19,Damaged,142.56123937619083
R12217,O37790,P25074,2025-05-18,damaged,274.5648673383301
R12218,O9759,P35132,2022-05-12,Late,459.4111558086266
R12219,O26615,P13351,2025-02-20,Wrong Item,149.47250119413394
R12220,O8782,P18163,2023-04-04,Late,428.17168737479466
R12221,O1970,P39356,2022-01-02,Late,375.22343310175813
R12222,O30920,P36301,2025-03-03,damaged,361.82528839770924
R12223,O34955,P17150,2024-12-09,Late,370.81337536732167
R12224,O15291,P38517,2024-05-12,Wrong Item,186.98531939722542
R12225,O13234,P20320,2025-08-19,damaged,101.12264170309389
R12226,O39251,P4193,2021-05-05,Late,73.34063434623918
R12227,O21784,P9115,2022-05-11,damaged,133.22183705655934
R12228,O13527,P34012,2023-03-20,Late,102.38691886738884
R12229,O15305,P37815,2020-08-24,damaged,485.4417739080255
R12230,O25210,P24868,2021-08-07,Damaged,281.0755590437251
R12231,O32542,P26333,2024-12-13,damaged,51.99865058365711
R12232,O7834,P31308,2021-07-05,Late,95.57434689999637
R12233,O31934,P1923,2021-11-11,Wrong Item,86.28275486678915
R12234,O14663,P18388,2020-07-21,Damaged,178.2526603377592
R12235,O21113,P17318,2021-01-17,Damaged,205.12843414042408
R12236,O7249,P12172,2023-09-16,Late,154.48031327190267
R12237,O17727,P30507,2021-04-22,Wrong Item,340.83084752361714
R12238,O27097,P34735,2022-12-24,Late,355.32991232996636
R12239,O2949,P4799,2025-09-11,Wrong Item,113.35836049302787
R12240,O11679,P13869,2020-02-24,Late,139.21962854415727
R12241,O8802,P28001,2021-06-06,damaged,178.818779295149
R12242,O10908,P5247,2020-10-22,Wrong Item,234.25423246422702
R12243,O2477,P27591,2024-08-14,Damaged,150.91872016479556
R12244,O3252,P1174,2025-11-19,Damaged,440.17615029724914
R12245,O12989,P32506,2023-12-14,Wrong Item,57.464585832345115
R12246,O6903,P25913,2025-05-23,Damaged,427.0340876054005
R12247,O30425,P20956,2023-05-01,Late,168.1540902052981
R12248,O15091,P1552,2023-03-27,Damaged,402.4877265713785
R12249,O37730,P27718,2022-02-20,damaged,54.43616582476957
R12250,O21127,P16251,2025-12-31,Late,359.9495423067518
R12251,O2098,P18851,2024-02-27,damaged,242.86145564675863
R12252,O35987,P38852,2022-11-01,Damaged,54.35749145284879
R12253,O40784,P1447,2025-12-14,Late,351.7412698194537
R12254,O28997,P9195,2022-04-21,Late,493.5649110411337
R12255,O2238,P40785,2021-03-27,Damaged,477.97739724693645
R12256,O22351,P13465,2023-02-06,Damaged,109.52694498952263
R12257,O28752,P1657,2022-06-14,Damaged,26.988253688221793
R12258,O1427,P37453,2024-07-24,Damaged,306.3841888369634
R12259,O40158,P11167,2022-09-20,Damaged,250.92927628661613
R12260,O33744,P32088,2023-03-07,damaged,98.2048925096777
R12261,O25702,P38073,2020-12-22,Late,193.3894239813747
R12262,O6218,P12883,2025-08-07,Damaged,142.86492772644434
R12263,O31640,P15755,2021-06-25,Wrong Item,226.32695500453505
R12264,O25999,P26341,2021-12-19,damaged,74.61340463252995
R12265,O8011,P38401,2021-06-10,Damaged,232.1085760916193
R12266,O40898,P18330,2022-06-17,Wrong Item,324.71937401979363
R12267,O14485,P28785,2021-01-28,Damaged,439.9234895207233
R12268,O19136,P24164,2024-08-16,damaged,168.16925849123933
R12269,O21984,P14560,2024-05-19,damaged,157.76722974946497
R12270,O24444,P21620,2020-11-20,Damaged,24.519733890813356
R12271,O30024,P19854,2024-02-13,Damaged,42.41564916652156
R12272,O16286,P5048,2024-01-08,Wrong Item,431.2976642477892
R12273,O7920,P36717,2025-11-08,Late,449.48708797413235
R12274,O19755,P14939,2022-10-16,Late,408.3909883317857
R12275,O32731,P4986,2021-04-23,Damaged,211.83017822287857
R12276,O31206,P8655,2021-02-01,Wrong Item,356.83651830999065
R12277,O20109,P26471,2023-05-08,Wrong Item,313.50255317859364
R12278,O39760,P24970,2025-08-12,Wrong Item,238.00939609709147
R12279,O7506,P21474,2022-02-03,damaged,367.7360137120995
R12280,O11998,P3953,2023-10-21,damaged,303.5887962309489
R12281,O18588,P16042,2024-10-10,Damaged,274.65743896728685
R12282,O7199,P29353,2023-01-04,Damaged,280.9796668194208
R12283,O33513,P31839,2024-03-13,Wrong Item,365.3249534172918
R12284,O20211,P36630,2021-01-26,Damaged,466.2069323914932
R12285,O9211,P33138,2022-04-05,Wrong Item,420.8016544259519
R12286,O40841,P26480,2021-08-18,Late,212.83922705717663
R12287,O12540,P27211,2021-06-27,Wrong Item,187.22727169122138
R12288,O24356,P13295,2023-09-23,Wrong Item,267.6358359488964
R12289,O4023,P6370,2023-08-15,Late,419.92705272412894
R12290,O39918,P4922,2022-06-08,Wrong Item,250.69516264056773
R12291,O5287,P35646,2021-07-07,Late,146.6503626635101
R12292,O14653,P36674,2024-08-16,Damaged,19.803076741262807
R12293,O35546,P32260,2021-11-07,Damaged,241.5258893638403
R12294,O16956,P23798,2021-06-04,Late,74.60180476462031
R12295,O40382,P9052,2023-06-30,damaged,131.52787204762905
R12296,O27837,P14833,2025-02-07,Damaged,222.03699899565592
R12297,O31538,P21468,2023-03-08,Late,405.944010013927
R12298,O7367,P29439,2022-05-20,damaged,213.354880137723
R12299,O22399,P10511,2020-06-18,Damaged,390.9410747496522
R12300,O38280,P8488,2020-06-20,Late,416.5368533592551
R12301,O40837,P26630,2021-03-17,damaged,490.59738540241216
R12302,O28627,P31826,2023-06-19,Wrong Item,271.29528513842826
R12303,O8172,P18780,2025-12-20,Wrong Item,392.093612262044
R12304,O32245,P3819,2022-05-31,Late,335.07884607639824
R12305,O2896,P21529,2025-08-04,Late,64.08764248170185
R12306,O20382,P39426,2022-10-24,Wrong Item,416.1568117710405
R12307,O18138,P30650,2023-07-16,damaged,343.0085747713499
R12308,O34745,P12966,2023-07-11,Wrong Item,52.97697672804145
R12309,O39929,P16377,2023-11-14,Damaged,67.05187422103214
R12310,O3891,P5448,2025-10-12,Damaged,306.3528292875826
R12311,O11396,P27778,2022-06-04,Wrong Item,13.118153078073503
R12312,O27068,P3038,2024-03-22,damaged,386.83676552478823
R12313,O34130,P36968,2020-04-13,Late,396.6861210378168
R12314,O9647,P14616,2025-11-13,Damaged,464.054029254383
R12315,O1334,P12095,2022-01-31,Late,447.78563236338687
R12316,O27063,P17198,2023-03-15,Late,434.0298747227143
R12317,O8666,P36538,2022-04-25,Late,138.84348637963512
R12318,O3957,P18184,2022-06-02,Wrong Item,492.7353006068731
R12319,O9404,P31817,2025-10-14,Damaged,433.609397947375
R12320,O17063,P34718,2022-06-13,Damaged,117.40358716068454
R12321,O17895,P26857,2024-12-05,Wrong Item,108.15089369166692
R12322,O35483,P15203,2025-12-12,Damaged,235.92919905096903
R12323,O12554,P10922,2020-08-28,damaged,323.9521253492002
R12324,O14383,P7500,2023-10-13,Damaged,401.7230840912595
R12325,O2106,P5812,2021-09-06,Damaged,482.793280587093
R12326,O26708,P25745,2021-05-11,Wrong Item,455.89234569485615
R12327,O3789,P29685,2025-06-16,Wrong Item,73.93915578397038
R12328,O5313,P32326,2025-07-18,Damaged,349.4771353665834
R12329,O38878,P15889,2021-01-07,Late,421.14386619097615
R12330,O37874,P9868,2024-06-08,Late,156.51358741874105
R12331,O17003,P26327,2024-11-09,Damaged,175.57472977846155
R12332,O3447,P12641,2024-03-28,damaged,467.69379070056294
R12333,O11289,P32347,2020-03-05,Wrong Item,369.1898970186629
R12334,O14470,P12252,2025-12-12,Late,324.8741890396187
R12335,O20600,P1250,2025-10-05,Late,225.4488834539181
R12336,O35439,P32645,2020-02-17,damaged,174.6347780427206
R12337,O1222,P17818,2024-05-14,damaged,479.95100641959345
R12338,O37480,P37567,2024-07-12,Damaged,117.30127315830586
R12339,O25987,P4174,2024-04-25,Late,301.33752609535105
R12340,O6649,P35138,2024-01-05,damaged,113.4555150035522
R12341,O28542,P22875,2025-02-13,Wrong Item,190.6575596502182
R12342,O32222,P24929,2022-10-01,Wrong Item,152.91422805827816
R12343,O37448,P10487,2021-07-31,Damaged,263.58389642593244
R12344,O38399,P6735,2021-11-09,Late,259.8611862395012
R12345,O28452,P30825,2023-04-12,Damaged,363.6085972499236
R12346,O23625,P16175,2023-05-24,Wrong Item,482.8534769412058
R12347,O25879,P2432,2023-10-18,damaged,465.7985092570426
R12348,O34252,P20780,2021-01-15,damaged,346.65859556488545
R12349,O15819,P38647,2021-07-24,Late,288.6089718204317
R12350,O24875,P33624,2025-02-06,Damaged,272.74038089472015
R12351,O30792,P20479,2025-11-26,Wrong Item,244.5893374422948
R12352,O9881,P25383,2024-05-16,Damaged,324.872254702322
R12353,O23601,P14514,2023-06-08,Damaged,201.22530681390796
R12354,O40761,P13546,2025-12-05,Damaged,67.61988941088191
R12355,O23428,P5728,2020-03-02,damaged,364.4689670479385
R12356,O15893,P11731,2025-09-09,Damaged,486.5066918422647
R12357,O27954,P7300,2024-05-10,Damaged,493.5884801111516
R12358,O32501,P19958,2021-10-09,damaged,354.02307133541365
R12359,O17794,P34924,2020-12-11,Wrong Item,380.9722132116669
R12360,O30164,P24558,2025-01-19,damaged,443.8043709386291
R12361,O14618,P2569,2021-11-27,damaged,183.66031198604466
R12362,O6101,P38534,2021-09-16,Late,271.8472268063509
R12363,O17529,P3886,2023-12-28,Late,179.1943842273219
R12364,O6813,P34974,2023-01-12,damaged,256.8885540046348
R12365,O23633,P19398,2022-01-19,Damaged,151.58208929478587
R12366,O18726,P31323,2020-08-05,damaged,493.3507700489359
R12367,O24046,P27002,2023-01-29,Wrong Item,386.2735713300631
R12368,O13006,P1195,2021-11-10,Late,310.4965973359847
R12369,O2015,P17956,2022-01-29,Wrong Item,156.0809119744482
R12370,O24012,P20293,2022-09-01,damaged,252.388911809845
R12371,O13190,P19108,2020-06-11,Wrong Item,29.154560812474266
R12372,O10786,P16517,2025-02-07,Damaged,258.607144118018
R12373,O17259,P32561,2021-02-13,Wrong Item,302.29374252204366
R12374,O8426,P25723,2021-01-12,damaged,127.5667202191244
R12375,O27060,P1855,2023-09-20,Late,250.7574633008207
R12376,O20001,P39025,2020-06-26,damaged,465.9511828374292
R12377,O11293,P17515,2021-09-27,Wrong Item,13.563637290507954
R12378,O6872,P28091,2020-09-21,Wrong Item,365.05695034780393
R12379,O3692,P26483,2023-12-16,Wrong Item,326.5496708248621
R12380,O22194,P9730,2021-09-19,damaged,446.44380703166325
R12381,O21153,P20570,2024-09-28,damaged,69.92668495368231
R12382,O40857,P36055,2025-09-05,damaged,230.18129460807094
R12383,O38130,P38075,2022-10-08,Wrong Item,425.53515698647277
R12384,O10954,P15462,2023-07-29,Wrong Item,499.6565788507385
R12385,O21489,P30257,2024-10-24,Late,171.43657115076329
R12386,O21396,P7750,2021-10-27,Damaged,151.10819369850833
R12387,O37698,P38285,2024-06-16,Damaged,99.23270065598267
R12388,O27770,P13943,2025-08-19,Wrong Item,170.59771881083387
R12389,O8646,P40216,2020-06-11,Damaged,347.6459878519656
R12390,O32009,P25575,2025-04-20,Late,371.57186376966854
R12391,O29741,P2934,2024-04-19,Wrong Item,19.609467821687787
R12392,O12262,P28419,2025-05-09,damaged,26.94059317524813
R12393,O12507,P5455,2021-11-20,Damaged,82.53074345960913
R12394,O13699,P32393,2023-06-21,Damaged,435.79758132010704
R12395,O33310,P15278,2023-05-10,Damaged,134.76489547198727
R12396,O25423,P4876,2021-06-13,Damaged,349.5684590344853
R12397,O37364,P7706,2024-05-02,Damaged,165.90998747520564
R12398,O10786,P27393,2022-06-26,damaged,128.31146877133716
R12399,O11982,P2521,2024-08-29,damaged,283.7936778646767
R12400,O24563,P4795,2025-08-06,damaged,141.8062563433076
R12401,O11161,P34459,2020-11-19,Wrong Item,454.7742498381658
R12402,O32228,P40954,2022-07-25,Wrong Item,192.01855557018442
R12403,O25556,P19745,2021-07-09,Wrong Item,215.34393151066905
R12404,O9335,P3748,2021-02-26,Wrong Item,109.76091052838017
R12405,O33805,P21164,2021-04-13,Damaged,282.56229483183574
R12406,O15045,P2353,2020-11-11,Wrong Item,33.746136499087356
R12407,O21837,P36727,2023-01-22,damaged,186.11627239717603
R12408,O27174,P4528,2023-12-03,damaged,53.90357122941095
R12409,O1932,P4408,2023-10-22,damaged,106.02446484147013
R12410,O8967,P33555,2025-06-16,damaged,24.330054196850693
R12411,O15881,P24897,2021-06-15,Wrong Item,43.51503666623861
R12412,O20799,P34971,2024-06-08,damaged,153.3213347639255
R12413,O16058,P4990,2024-09-24,Wrong Item,67.93343605864865
R12414,O20088,P29390,2021-10-18,Damaged,11.220622043070014
R12415,O1693,P24182,2025-10-19,Damaged,79.84474995631935
R12416,O31216,P4992,2021-09-03,Wrong Item,464.5175761882914
R12417,O20252,P5235,2022-04-03,Damaged,22.671959220603355
R12418,O21598,P9924,2025-11-10,Damaged,378.6385204925459
R12419,O9950,P24324,2023-11-26,damaged,484.5231958153289
R12420,O5983,P40858,2020-02-29,Late,454.6614769110084
R12421,O23682,P19365,2025-10-27,Late,66.89974048414926
R12422,O36603,P40419,2024-01-06,Wrong Item,169.7885229141389
R12423,O20584,P22034,2020-12-02,Damaged,83.69272352190075
R12424,O40543,P4783,2022-11-09,damaged,213.9379427773679
R12425,O13397,P3745,2022-10-28,Late,402.32416138258424
R12426,O9371,P28660,2021-04-16,damaged,52.288205823683775
R12427,O23873,P40921,2025-12-24,Damaged,206.22948722169212
R12428,O9751,P7182,2021-01-04,damaged,459.2310451829281
R12429,O6120,P18794,2023-12-22,Late,180.71795234384422
R12430,O35770,P23224,2021-06-26,Damaged,235.37349072740244
R12431,O22367,P39760,2024-09-23,Damaged,45.11447023298559
R12432,O14264,P1956,2021-04-11,Late,157.77691343367852
R12433,O32583,P21139,2024-06-13,damaged,46.541954448154286
R12434,O24110,P14439,2023-05-23,Damaged,134.3181910259514
R12435,O9567,P36057,2024-07-24,Late,439.2016732040891
R12436,O31259,P4060,2025-11-21,damaged,55.030049960364856
R12437,O12594,P29974,2020-12-11,Late,123.2435636153479
R12438,O11721,P21454,2024-08-21,Damaged,499.8574070153037
R12439,O39754,P1992,2023-05-26,Damaged,132.74301115258487
R12440,O4451,P17764,2021-01-27,damaged,461.2272459749958
R12441,O23620,P32562,2022-06-13,damaged,100.45203641239618
R12442,O21547,P1131,2024-03-04,damaged,473.6298047548465
R12443,O26552,P7086,2025-04-11,damaged,138.23402750313673
R12444,O13870,P28397,2025-02-14,Damaged,477.8937099273678
R12445,O14387,P23050,2024-04-08,Damaged,236.84945850526054
R12446,O17475,P35903,2023-11-08,damaged,103.14454845987511
R12447,O12551,P7528,2024-06-27,Damaged,460.8517877404729
R12448,O27260,P22532,2024-09-08,damaged,348.7793186244007
R12449,O22326,P38345,2023-03-22,Wrong Item,497.0285570790424
R12450,O35804,P14560,2023-12-08,Late,104.09928910023952
R12451,O1753,P17525,2023-08-26,damaged,469.67843306334123
R12452,O32290,P24593,2020-09-29,damaged,316.06031493899343
R12453,O26895,P14870,2021-06-25,Late,25.15072305140095
R12454,O40869,P13575,2023-03-18,Late,197.0665683284555
R12455,O38595,P33365,2025-10-06,Wrong Item,436.1945059996029
R12456,O22922,P2936,2023-03-06,damaged,187.3694321447057
R12457,O6292,P26936,2024-08-08,Late,16.552367144768404
R12458,O40363,P22481,2022-01-23,Late,19.57678955075654
R12459,O24817,P30057,2021-03-15,Damaged,39.581853286886385
R12460,O14121,P5031,2020-04-23,Damaged,245.71224947376274
R12461,O29458,P35076,2023-09-16,Wrong Item,17.46152193403676
R12462,O15659,P28783,2024-02-02,Wrong Item,352.6616901672343
R12463,O8973,P39084,2021-02-15,Late,152.00388558675942
R12464,O36987,P21793,2021-11-21,Damaged,247.99690401373056
R12465,O19767,P2902,2020-12-04,Late,190.0800450333218
R12466,O40106,P4866,2025-09-30,Wrong Item,483.42434477929663
R12467,O34219,P10918,2024-12-04,Late,338.12375544832315
R12468,O30819,P37438,2024-06-25,Wrong Item,62.25659504932407
R12469,O13270,P22650,2023-06-10,Late,136.12443484552531
R12470,O7750,P29157,2022-08-29,damaged,108.0390708468269
R12471,O40644,P30129,2021-06-18,Damaged,7.885700107270653
R12472,O3166,P13262,2024-08-26,Damaged,194.39453174712568
R12473,O38804,P19289,2022-10-20,damaged,204.0956428229607
R12474,O9132,P16582,2023-09-23,Wrong Item,150.38459481913583
R12475,O36871,P7965,2021-11-07,Late,391.37635502132804
R12476,O4271,P25154,2020-02-12,Late,167.37476661887092
R12477,O35818,P28957,2021-01-19,Late,87.03868400337244
R12478,O15912,P13734,2025-08-07,Damaged,395.27951241337746
R12479,O30821,P31536,2024-06-04,Late,414.0009742994539
R12480,O4661,P10239,2022-01-15,Wrong Item,254.69716186981103
R12481,O14158,P4821,2021-03-28,Damaged,241.48840731040121
R12482,O22702,P21669,2024-07-29,Damaged,224.47601518581646
R12483,O4501,P19123,2024-07-19,Late,237.26605364254405
R12484,O39771,P37629,2021-01-03,Late,194.32706892946462
R12485,O39343,P12069,2020-08-17,Damaged,239.3110463318555
R12486,O21699,P22783,2024-07-05,Damaged,293.8914188625237
R12487,O12241,P13575,2025-07-25,Late,392.6705363841253
R12488,O22389,P22202,2023-09-29,damaged,221.4274920055896
R12489,O19380,P23947,2023-08-09,Damaged,88.02764611108209
R12490,O30702,P35643,2024-03-17,Late,402.92092428572346
R12491,O11472,P14786,2025-01-17,Wrong Item,63.52193194137863
R12492,O2618,P24335,2021-07-25,Wrong Item,398.7567234890838
R12493,O14739,P6470,2020-06-25,Damaged,87.09392550225013
R12494,O28906,P6166,2020-04-12,damaged,462.4435484357344
R12495,O27750,P9247,2022-11-13,damaged,321.3243569696746
R12496,O22574,P34533,2024-09-15,Late,420.62637147886704
R12497,O29672,P34419,2021-08-12,Wrong Item,431.1057644051497
R12498,O32634,P32542,2025-01-09,damaged,211.16594344768694
R12499,O36741,P17465,2022-10-24,Wrong Item,352.0340309368542
R12500,O5403,P10169,2023-06-13,Wrong Item,233.1317628115018
R12501,O28572,P39933,2024-04-17,damaged,161.97871328373768
R12502,O32022,P14678,2023-10-20,Late,188.04265436872242
R12503,O40987,P17518,2024-02-28,Late,277.7154209521193
R12504,O4823,P15516,2023-09-10,Wrong Item,444.56907513150117
R12505,O22309,P5200,2025-10-03,damaged,61.12425448786358
R12506,O12480,P37344,2020-10-04,Late,422.39715410278194
R12507,O30130,P35615,2023-05-20,Late,419.2487996034615
R12508,O13452,P32192,2023-04-15,Damaged,84.95255153413798
R12509,O36731,P7956,2023-10-12,damaged,167.64905695501255
R12510,O33485,P34319,2020-09-06,damaged,150.94169346036318
R12511,O6684,P29607,2023-02-06,Wrong Item,140.77680339008538
R12512,O10413,P24126,2024-04-26,damaged,344.13509590411405
R12513,O28603,P15524,2023-07-25,Wrong Item,166.7047448113936
R12514,O13547,P9285,2025-01-06,damaged,392.9065250421108
R12515,O6027,P21750,2021-11-04,Damaged,459.30701490241063
R12516,O26836,P39318,2020-07-09,Damaged,221.90801930144673
R12517,O17594,P4969,2022-08-11,damaged,260.8241109433168
R12518,O36867,P38766,2020-06-29,Late,495.3474453433632
R12519,O30344,P16359,2020-04-25,Late,117.03580406969445
R12520,O32308,P6585,2025-04-12,Damaged,339.913415895636
R12521,O30043,P9523,2022-05-07,Wrong Item,252.5126481678804
R12522,O30712,P30371,2025-08-05,Wrong Item,121.46156600399175
R12523,O3405,P1900,2025-01-09,Wrong Item,53.87629505799044
R12524,O33718,P12583,2020-10-30,Late,350.3257466426185
R12525,O34110,P21380,2024-09-12,Late,381.22841663105675
R12526,O4323,P20429,2024-06-25,damaged,212.73213218187541
R12527,O5075,P23919,2023-03-07,Damaged,496.4667110002472
R12528,O8505,P13649,2024-06-13,Wrong Item,483.3161647759302
R12529,O7675,P5002,2022-03-13,Damaged,418.22782616686305
R12530,O10494,P21692,2023-07-31,Damaged,380.23580140805853
R12531,O34188,P12095,2021-09-12,Damaged,255.04131748285798
R12532,O23825,P40183,2022-11-27,Wrong Item,154.0739336044358
R12533,O4525,P1540,2024-07-31,Late,361.20063821169333
R12534,O26148,P5449,2022-02-18,Late,75.1169933218053
R12535,O17331,P18596,2020-04-28,Wrong Item,162.0646267755931
R12536,O25341,P6253,2022-04-07,Wrong Item,404.52412527578
R12537,O38313,P30528,2024-05-19,Damaged,219.52083104306467
R12538,O37235,P5578,2020-10-19,damaged,165.08152591125634
R12539,O25033,P5037,2021-05-28,damaged,126.94834201986296
R12540,O10739,P35823,2020-04-17,Damaged,115.06032007647406
R12541,O29145,P16613,2020-03-19,damaged,184.1974701410623
R12542,O3001,P37504,2022-09-05,Wrong Item,53.511917467157005
R12543,O28254,P38464,2020-06-26,damaged,293.4904318097508
R12544,O16105,P35153,2024-05-04,Late,381.7592085393139
R12545,O33675,P5966,2021-10-22,Wrong Item,363.6208079266754
R12546,O36044,P31240,2021-02-21,Damaged,35.3059997445281
R12547,O10269,P14624,2025-02-09,Wrong Item,128.7584508113541
R12548,O22600,P40578,2025-03-19,Late,139.9036922339078
R12549,O22574,P38545,2023-10-17,Late,112.75727843781286
R12550,O14964,P13499,2021-08-03,Wrong Item,22.182865465406767
R12551,O10874,P40840,2023-07-09,damaged,22.81845459946441
R12552,O21039,P12193,2023-09-03,Damaged,353.89076670729713
R12553,O22006,P5711,2025-05-20,Wrong Item,429.4684572305163
R12554,O5617,P1606,2022-08-04,Wrong Item,299.67145029694757
R12555,O6652,P6632,2022-09-09,Damaged,374.31517740396123
R12556,O10568,P25677,2020-07-15,Late,196.52575309400703
R12557,O5558,P29547,2025-06-03,damaged,310.1249579881495
R12558,O17043,P34912,2025-02-13,Late,112.8697607968996
R12559,O25218,P19927,2022-10-27,damaged,176.7564205771508
R12560,O26063,P39792,2023-10-27,damaged,52.465169497955145
R12561,O4009,P20923,2023-09-02,damaged,237.43972852545053
R12562,O3949,P3051,2020-05-23,Damaged,47.55733168404017
R12563,O4002,P8507,2023-11-09,Wrong Item,204.7173408325039
R12564,O23763,P27297,2023-01-08,Damaged,242.21992543533085
R12565,O30658,P35362,2021-11-04,Wrong Item,214.52793804484327
R12566,O31990,P2123,2022-01-13,Late,433.5445398469018
R12567,O24164,P1407,2021-11-22,Wrong Item,435.397012889816
R12568,O11823,P6031,2021-02-09,Late,93.40806467713033
R12569,O38510,P24490,2022-03-02,Late,267.12237102473347
R12570,O19755,P18102,2024-12-07,Late,296.54102402725096
R12571,O7747,P38230,2021-09-01,Late,246.3367630505438
R12572,O11486,P10499,2023-12-10,Damaged,403.0759137095038
R12573,O23320,P6715,2023-10-13,Wrong Item,20.5329390433991
R12574,O10832,P11180,2020-11-24,Wrong Item,179.14949834743612
R12575,O2417,P7775,2020-09-23,Wrong Item,288.3647228036556
R12576,O5950,P21819,2024-07-26,damaged,45.8394636690321
R12577,O39357,P1045,2024-06-25,damaged,39.98814597514874
R12578,O39490,P8773,2024-12-24,Damaged,310.6504610643318
R12579,O10938,P16206,2023-12-15,damaged,38.55030155496533
R12580,O17432,P10673,2025-10-23,Wrong Item,304.0898730409455
R12581,O21889,P24730,2022-08-27,Late,261.6187106200701
R12582,O18393,P11578,2024-05-06,Late,96.8622649038026
R12583,O7053,P34784,2024-08-01,Wrong Item,413.8925896249181
R12584,O24949,P28497,2022-04-11,Late,71.11145843373033
R12585,O30558,P5724,2021-07-14,Wrong Item,248.1565535585732
R12586,O3482,P11709,2023-01-29,Damaged,240.0002717887563
R12587,O22451,P22887,2021-02-16,Damaged,465.97493159129124
R12588,O24568,P11131,2022-01-09,Wrong Item,452.12830818179555
R12589,O18390,P40537,2023-06-27,Damaged,383.824720443468
R12590,O15181,P18068,2023-08-24,Damaged,60.52939794161792
R12591,O26047,P9518,2021-11-10,Late,109.55948755660059
R12592,O27341,P8023,2023-03-19,Wrong Item,312.6285999142231
R12593,O17421,P7763,2023-05-10,damaged,330.2280301047761
R12594,O31505,P35887,2023-10-12,damaged,276.11426739636505
R12595,O33764,P1775,2020-02-01,Wrong Item,96.22552182519911
R12596,O24338,P4495,2020-01-06,damaged,30.680116373063065
R12597,O39088,P18101,2021-03-26,damaged,77.81313426264951
R12598,O29105,P33827,2024-06-17,Damaged,179.53339240584293
R12599,O1271,P33291,2024-05-03,Wrong Item,118.04564370407955
R12600,O27392,P28952,2021-04-24,Damaged,116.78532861798193
R12601,O22910,P36129,2024-07-02,Damaged,456.2760679163323
R12602,O26664,P13147,2021-04-26,Damaged,205.7928329064674
R12603,O7576,P19162,2025-09-18,Wrong Item,257.0074933445857
R12604,O30856,P15636,2023-01-31,Late,148.99904592860284
R12605,O26426,P25838,2022-09-27,Damaged,29.845646662193783
R12606,O8048,P17934,2024-06-28,Wrong Item,127.31864288688135
R12607,O6972,P28517,2024-04-25,damaged,493.6711007172629
R12608,O23926,P2193,2024-04-23,damaged,110.69425087296793
R12609,O18196,P37057,2022-12-24,Late,118.1257331689404
R12610,O6233,P36166,2020-12-15,Wrong Item,111.84374456877079
R12611,O13251,P35134,2022-09-11,Damaged,198.65378979139652
R12612,O33826,P24849,2020-01-18,Damaged,56.68356338935897
R12613,O28289,P12975,2021-09-20,Late,54.17347176854942
R12614,O6400,P35963,2022-01-22,Damaged,73.39770766739741
R12615,O21026,P4541,2024-02-21,Damaged,487.5756351069711
R12616,O14670,P36221,2021-07-15,Damaged,309.1307004479407
R12617,O33086,P21542,2023-12-03,damaged,77.77221327005529
R12618,O31476,P23272,2022-07-24,Late,302.5270582084801
R12619,O19134,P22725,2020-06-01,damaged,339.85115375043307
R12620,O21059,P38374,2024-02-17,damaged,81.20604573063359
R12621,O16162,P2855,2020-02-20,Wrong Item,20.603197194759407
R12622,O27659,P34303,2024-05-05,Damaged,446.3215755085615
R12623,O11574,P13357,2021-04-09,Wrong Item,103.26932401826016
R12624,O7617,P13935,2021-07-18,Wrong Item,36.381630028547704
R12625,O23201,P35503,2020-07-25,Late,429.0867868069038
R12626,O22109,P16153,2022-09-11,damaged,134.48846091493056
R12627,O9641,P29661,2025-11-19,damaged,55.24142336403338
R12628,O38926,P34404,2023-05-04,damaged,87.1280966803344
R12629,O36910,P6150,2024-04-02,Damaged,270.9244222986529
R12630,O19877,P20293,2022-12-03,Damaged,426.2768979118868
R12631,O14417,P30872,2024-03-11,Late,185.296349140133
R12632,O33045,P5932,2023-01-19,damaged,87.47065174881557
R12633,O4466,P14351,2021-03-27,Wrong Item,310.5410702580236
R12634,O4721,P1314,2020-08-16,damaged,418.52349187268203
R12635,O24528,P10467,2025-06-16,Damaged,210.98085888297467
R12636,O23558,P4929,2024-10-01,damaged,331.6897155527406
R12637,O34516,P11213,2025-06-08,Late,393.9213865336228
R12638,O6507,P3495,2021-05-23,Late,300.58556445994776
R12639,O20903,P21776,2023-10-21,Damaged,411.85224838104284
R12640,O3341,P10553,2024-04-03,Damaged,218.04839144673468
R12641,O28449,P37247,2022-12-22,damaged,182.6509287856561
R12642,O24321,P2226,2022-02-03,Wrong Item,422.22548480931016
