Review_id,Customer_id,Product_id,Rating,Review text,review date
RV7768,C8596,P20307,1,excellent,2020-04-16
RV7769,C3836,P1265,5,poor,2020-01-02
RV7770,C25939,P31812,1,poor,2021-07-04
RV7771,C30632,P4067,3,bad,2022-05-18
RV7772,C18088,P5443,4,Good,2022-08-16
RV7773,C25739,P20046,4,poor,2020-06-25
RV7774,C7289,P19457,4,Average,2021-09-01
RV7775,C15523,P36828,2,excellent,2023-06-13
RV7776,C15740,P10103,1,Good,2024-03-23
RV7777,C35440,P21513,5,Average,2022-11-20
RV7778,C10521,P9251,4,bad,2020-06-26
RV7779,C8331,P13616,4,poor,2021-01-12
RV7780,C12786,P25319,2,excellent,2025-03-01
RV7781,C12001,P18831,4,Average,2021-02-20
RV7782,C4588,P15677,3,poor,2024-01-13
RV7783,C21242,P4987,5,Average,2025-08-24
RV7784,C23587,P16113,3,bad,2022-05-01
RV7785,C38863,P13462,1,excellent,2021-04-16
RV7786,C1461,P29885,1,Average,2025-06-19
RV7787,C20477,P26530,2,Good,2023-09-23
RV7788,C22536,P9895,2,poor,2022-07-03
RV7789,C11452,P38632,3,Good,2024-06-01
RV7790,C5725,P24139,2,excellent,2021-06-02
RV7791,C33802,P22511,2,bad,2025-02-21
RV7792,C7020,P16892,2,Average,2020-07-15
RV7793,C36015,P33144,3,excellent,2025-09-30
RV7794,C31533,P18031,1,excellent,2024-02-27
RV7795,C16168,P21914,2,Good,2020-04-19
RV7796,C1743,P35220,3,poor,2022-03-10
RV7797,C16323,P7818,3,bad,2024-09-24
RV7798,C23514,P24759,3,Average,2023-01-26
RV7799,C28036,P7650,4,Average,2023-04-15
RV7800,C2297,P17828,4,bad,2023-12-31
RV7801,C7743,P15875,1,Average,2020-10-01
RV7802,C33909,P17014,5,Average,2021-02-26
RV7803,C38580,P29893,3,Average,2025-05-24
RV7804,C12845,P19356,3,Good,2021-03-24
RV7805,C10475,P11841,1,poor,2023-08-02
RV7806,C20361,P33137,4,poor,2020-06-13
RV7807,C25061,P6966,4,bad,2020-02-04
RV7808,C10472,P23407,3,poor,2023-04-17
RV7809,C28647,P12664,5,poor,2024-04-30
RV7810,C7941,P26258,3,Average,2022-03-13
RV7811,C37320,P33876,5,Average,2024-08-21
RV7812,C11147,P12448,2,excellent,2025-09-23
RV7813,C30570,P5522,4,excellent,2025-08-02
RV7814,C21839,P28109,5,Good,2020-04-30
RV7815,C34220,P19199,5,bad,2025-03-28
RV7816,C23794,P19217,3,Good,2025-01-15
RV7817,C8853,P38669,2,bad,2024-06-23
RV7818,C30692,P8169,2,bad,2020-11-29
RV7819,C9624,P21286,3,bad,2023-08-11
RV7820,C30028,P17596,1,Average,2024-09-14
RV7821,C38824,P11636,4,Average,2024-04-30
RV7822,C20537,P15174,3,Good,2022-03-14
RV7823,C31185,P38737,2,Average,2020-05-24
RV7824,C8947,P18705,4,Good,2020-07-28
RV7825,C24129,P6784,3,bad,2023-10-08
RV7826,C31473,P7746,3,poor,2024-03-09
RV7827,C11110,P16866,5,Average,2021-11-02
RV7828,C32451,P17621,3,excellent,2021-11-23
RV7829,C16538,P24723,5,Good,2024-03-19
RV7830,C19358,P32942,5,poor,2024-08-25
RV7831,C6299,P13423,3,bad,2020-08-14
RV7832,C13374,P13473,5,excellent,2020-07-31
RV7833,C20227,P22591,5,poor,2022-01-25
RV7834,C36059,P14772,4,Average,2021-02-22
RV7835,C40076,P4371,2,poor,2020-05-03
RV7836,C17104,P29350,5,excellent,2021-08-07
RV7837,C40594,P26973,4,Average,2024-12-09
RV7838,C5870,P3888,4,poor,2025-01-24
RV7839,C31052,P9124,5,Average,2023-06-14
RV7840,C35311,P18449,1,poor,2020-05-01
RV7841,C27733,P37110,5,Good,2023-04-27
RV7842,C32577,P34937,4,Good,2024-09-23
RV7843,C6832,P25191,2,bad,2024-01-24
RV7844,C6498,P27851,4,poor,2025-10-23
RV7845,C33072,P11035,2,excellent,2022-12-22
RV7846,C27273,P11102,3,poor,2022-05-17
RV7847,C9731,P15433,2,Good,2021-04-11
RV7848,C26558,P39438,3,bad,2022-12-15
RV7849,C23912,P10561,2,bad,2025-02-05
RV7850,C1988,P22784,3,Average,2023-11-04
RV7851,C10573,P33268,1,Good,2022-02-01
RV7852,C11995,P22624,4,bad,2023-09-26
RV7853,C36349,P21875,5,poor,2025-10-23
RV7854,C38941,P3909,5,poor,2025-09-08
RV7855,C38528,P27799,2,Average,2021-12-15
RV7856,C32644,P4624,3,poor,2023-09-20
RV7857,C23657,P1843,3,Good,2021-10-28
RV7858,C35548,P16889,1,excellent,2025-12-28
RV7859,C32034,P21531,5,Good,2024-10-18
RV7860,C5785,P21703,3,bad,2024-01-20
RV7861,C14989,P16508,2,Average,2025-09-14
RV7862,C17231,P18566,1,poor,2020-08-19
RV7863,C37833,P18885,1,Good,2020-09-02
RV7864,C39813,P22919,2,bad,2021-04-16
RV7865,C24473,P21058,3,Good,2023-08-10
RV7866,C33147,P38456,5,excellent,2020-10-31
RV7867,C6224,P29915,1,bad,2023-03-23
RV7868,C33200,P24561,1,excellent,2025-09-01
RV7869,C9711,P4530,5,bad,2025-07-10
RV7870,C4473,P28325,5,bad,2021-10-10
RV7871,C17416,P24307,4,bad,2021-03-02
RV7872,C19159,P20809,1,Good,2022-05-13
RV7873,C35224,P13107,3,Average,2020-07-13
RV7874,C32211,P21065,5,bad,2023-11-08
RV7875,C33014,P4378,4,poor,2025-08-08
RV7876,C37664,P17806,2,Average,2025-11-30
RV7877,C35585,P19160,1,bad,2020-05-23
RV7878,C11234,P1689,4,poor,2025-11-15
RV7879,C30101,P35277,2,excellent,2024-08-04
RV7880,C24287,P19163,5,excellent,2024-01-08
RV7881,C39848,P2058,1,excellent,2023-08-28
RV7882,C23246,P27941,4,bad,2021-03-21
RV7883,C26023,P9947,3,Good,2023-08-07
RV7884,C19621,P29328,3,Average,2022-10-17
RV7885,C3200,P26833,1,poor,2025-01-04
RV7886,C3846,P27970,4,Average,2025-10-30
RV7887,C8879,P17408,2,bad,2024-05-26
RV7888,C33843,P9800,3,excellent,2025-03-01
RV7889,C22338,P31876,4,poor,2020-01-09
RV7890,C33475,P6129,2,Good,2021-04-26
RV7891,C29360,P12535,4,bad,2020-09-19
RV7892,C23947,P18589,3,poor,2025-08-14
RV7893,C31739,P37957,2,bad,2021-07-05
RV7894,C8848,P32445,5,bad,2022-05-25
RV7895,C6546,P26333,4,Good,2024-06-13
RV7896,C32813,P2485,5,bad,2022-03-18
RV7897,C2441,P10246,5,excellent,2023-07-29
RV7898,C2528,P16077,3,bad,2024-10-21
RV7899,C9560,P30744,5,poor,2020-07-02
RV7900,C15715,P21218,2,bad,2020-06-19
RV7901,C6350,P2768,4,excellent,2020-11-17
RV7902,C14895,P25445,4,Average,2024-01-13
RV7903,C7479,P38075,3,poor,2025-02-19
RV7904,C5961,P38949,1,Average,2020-09-27
RV7905,C3040,P20886,1,bad,2024-12-06
RV7906,C25397,P11964,3,excellent,2022-07-05
RV7907,C18256,P3066,1,bad,2023-06-02
RV7908,C21486,P36718,2,excellent,2020-05-18
RV7909,C9490,P27785,5,excellent,2022-08-14
RV7910,C7589,P21236,1,excellent,2021-05-07
RV7911,C29514,P21084,1,bad,2023-02-04
RV7912,C4132,P2046,3,bad,2023-07-27
RV7913,C10286,P21299,1,excellent,2025-01-20
RV7914,C11334,P14838,4,excellent,2023-07-17
RV7915,C30057,P10012,5,poor,2025-12-07
RV7916,C17145,P7517,3,Good,2022-06-04
RV7917,C27994,P36875,5,excellent,2022-09-12
RV7918,C33187,P6502,2,Average,2020-05-03
RV7919,C37597,P2637,4,Average,2021-10-06
RV7920,C13786,P1733,5,Average,2022-03-16
RV7921,C33305,P4361,2,poor,2021-08-04
RV7922,C39141,P16715,3,poor,2020-05-12
RV7923,C8246,P8421,1,bad,2024-03-12
RV7924,C1605,P36710,3,poor,2022-02-16
RV7925,C31279,P27091,3,Good,2023-05-08
RV7926,C26864,P7190,4,Average,2024-09-15
RV7927,C21566,P24081,4,bad,2020-07-25
RV7928,C19088,P33145,5,excellent,2021-09-29
RV7929,C6703,P9676,2,Good,2024-12-28
RV7930,C12180,P24943,5,Good,2023-10-20
RV7931,C3048,P17970,2,excellent,2023-01-04
RV7932,C33856,P37613,2,excellent,2020-10-04
RV7933,C23617,P31208,4,poor,2025-01-28
RV7934,C25319,P38761,2,bad,2023-12-03
RV7935,C3143,P23570,4,excellent,2021-11-21
RV7936,C11322,P28814,2,Good,2021-10-27
RV7937,C26513,P28609,4,bad,2021-04-15
RV7938,C39677,P24918,5,poor,2025-04-17
RV7939,C34709,P27918,5,bad,2020-12-29
RV7940,C2723,P37869,1,excellent,2023-07-12
RV7941,C34209,P37237,2,bad,2020-05-01
RV7942,C5165,P38435,2,poor,2022-09-01
RV7943,C40337,P28172,2,bad,2020-09-28
RV7944,C9200,P28248,5,poor,2025-01-06
RV7945,C11177,P12248,3,Good,2021-07-23
RV7946,C30338,P23600,4,Average,2025-10-11
RV7947,C26960,P9946,4,Average,2024-10-11
RV7948,C34142,P1415,4,excellent,2020-04-29
RV7949,C30490,P35638,3,bad,2024-07-11
RV7950,C28239,P30897,4,excellent,2021-10-27
RV7951,C3330,P34659,1,poor,2024-10-01
RV7952,C13712,P20086,1,poor,2021-01-21
RV7953,C22472,P40539,4,poor,2022-11-27
RV7954,C34817,P18079,1,poor,2022-05-24
RV7955,C12315,P33797,2,excellent,2023-07-14
RV7956,C21708,P31940,2,poor,2023-04-15
RV7957,C34226,P32183,4,excellent,2020-06-19
RV7958,C20576,P16240,3,excellent,2025-01-25
RV7959,C32886,P25389,2,bad,2022-12-03
RV7960,C7878,P21598,3,Good,2021-02-27
RV7961,C8095,P20570,4,Average,2024-11-30
RV7962,C3915,P40359,3,poor,2021-07-28
RV7963,C31092,P6842,1,poor,2020-04-22
RV7964,C19596,P23696,2,bad,2022-06-18
RV7965,C29998,P37241,1,Average,2020-02-27
RV7966,C21127,P31346,2,poor,2024-01-20
RV7967,C35281,P38925,1,Average,2022-07-26
RV7968,C4434,P5209,3,Average,2025-11-21
RV7969,C39898,P11855,4,Good,2023-12-23
RV7970,C10953,P8074,3,excellent,2021-03-23
RV7971,C14929,P32653,1,Average,2020-05-29
RV7972,C14450,P26486,1,Good,2020-04-19
RV7973,C20881,P24975,1,Average,2024-02-18
RV7974,C24314,P32200,4,excellent,2025-10-08
RV7975,C32053,P36340,2,Average,2022-01-24
RV7976,C13816,P4310,5,bad,2021-06-14
RV7977,C8673,P30386,4,excellent,2022-04-07
RV7978,C36380,P21657,4,excellent,2025-05-10
RV7979,C28742,P13248,1,Good,2024-01-25
RV7980,C32835,P14330,1,excellent,2020-05-26
RV7981,C30589,P23390,2,bad,2020-04-28
RV7982,C33480,P16012,1,excellent,2021-12-25
RV7983,C21668,P3235,4,Good,2021-03-05
RV7984,C30760,P39579,4,Average,2021-03-23
RV7985,C2913,P21632,2,Average,2020-09-11
RV7986,C33038,P33283,5,Average,2024-03-10
RV7987,C36965,P39405,5,Good,2021-10-24
RV7988,C29698,P20055,4,Average,2024-09-09
RV7989,C26939,P6555,4,poor,2021-12-29
RV7990,C18419,P39034,5,poor,2025-05-18
RV7991,C11030,P34676,5,bad,2020-11-21
RV7992,C9282,P29195,2,poor,2024-07-04
RV7993,C20328,P5881,5,excellent,2023-12-24
RV7994,C12911,P11363,1,Good,2023-09-23
RV7995,C29444,P36515,4,Average,2024-06-16
RV7996,C25064,P31647,5,bad,2025-03-17
RV7997,C6584,P22429,3,excellent,2025-09-10
RV7998,C13662,P17621,5,poor,2020-04-26
RV7999,C9752,P29362,1,poor,2023-02-03
RV8000,C33016,P22820,2,excellent,2023-09-07
RV8001,C3765,P19102,3,poor,2022-03-22
RV8002,C2425,P19458,1,Average,2021-11-28
RV8003,C31827,P10422,5,bad,2025-01-14
RV8004,C24642,P29109,5,Average,2025-10-31
RV8005,C34569,P32413,3,poor,2025-02-05
RV8006,C21829,P22359,4,excellent,2022-08-02
RV8007,C11011,P38719,4,bad,2021-01-26
RV8008,C35234,P1008,4,bad,2021-04-11
RV8009,C8851,P8369,2,Good,2024-11-24
RV8010,C6088,P20097,2,bad,2025-08-11
RV8011,C23256,P39849,2,poor,2023-06-23
RV8012,C10004,P36470,4,bad,2021-08-02
RV8013,C4667,P18311,4,excellent,2022-05-06
RV8014,C1079,P30899,2,Average,2020-04-20
RV8015,C37647,P38982,1,Average,2022-11-27
RV8016,C21394,P6150,2,bad,2023-08-01
RV8017,C40199,P12208,5,bad,2020-04-11
RV8018,C17014,P5039,2,Average,2021-05-10
RV8019,C15372,P29312,3,excellent,2022-12-10
RV8020,C27876,P22172,3,poor,2025-07-08
RV8021,C18337,P26480,4,excellent,2021-05-01
RV8022,C5719,P26601,2,Good,2020-01-05
RV8023,C1223,P33983,5,Good,2024-04-23
RV8024,C10377,P17432,4,poor,2024-10-26
RV8025,C24641,P40148,1,poor,2025-07-13
RV8026,C10369,P34140,5,Good,2020-01-18
RV8027,C1638,P14968,2,Good,2025-02-05
RV8028,C5454,P2013,5,poor,2020-04-27
RV8029,C24793,P30738,5,Average,2024-07-10
RV8030,C17514,P32952,3,excellent,2021-05-24
RV8031,C34092,P24536,4,Good,2025-10-01
RV8032,C1545,P10405,1,excellent,2022-10-08
RV8033,C3241,P13998,3,poor,2021-02-03
RV8034,C15410,P29686,4,Good,2021-09-04
RV8035,C21233,P17272,2,excellent,2021-06-23
RV8036,C10471,P9622,3,poor,2022-03-19
RV8037,C38838,P36644,2,excellent,2022-09-13
RV8038,C35172,P27313,5,excellent,2025-11-07
RV8039,C39082,P30579,3,excellent,2024-07-15
RV8040,C9225,P18635,3,Average,2024-06-10
RV8041,C6088,P14172,4,bad,2022-08-25
RV8042,C39749,P22064,1,Average,2023-09-10
RV8043,C7079,P2090,1,poor,2025-11-15
RV8044,C12936,P16053,4,excellent,2023-09-21
RV8045,C28893,P32613,3,Good,2020-10-09
RV8046,C38003,P11987,4,bad,2025-09-02
RV8047,C27136,P18352,5,Average,2024-04-25
RV8048,C19901,P15222,1,excellent,2021-10-28
RV8049,C27094,P22893,3,bad,2021-10-30
RV8050,C4587,P24107,4,Average,2023-05-07
RV8051,C16409,P17235,5,poor,2025-09-26
RV8052,C17293,P11035,3,bad,2022-03-31
RV8053,C1064,P33913,4,excellent,2023-09-23
RV8054,C5882,P19230,4,poor,2020-10-21
RV8055,C24162,P38213,1,bad,2025-07-02
RV8056,C40835,P13439,1,excellent,2023-07-31
RV8057,C37765,P31956,1,Average,2021-04-08
RV8058,C17834,P19651,4,excellent,2021-10-02
RV8059,C24956,P40748,2,poor,2022-10-31
RV8060,C34974,P11212,4,excellent,2024-05-04
RV8061,C10766,P37421,3,poor,2023-12-02
RV8062,C14692,P3578,5,poor,2022-06-15
RV8063,C1926,P28205,1,Average,2023-04-08
RV8064,C23255,P23705,4,Average,2024-12-02
RV8065,C12345,P19010,2,bad,2024-08-22
RV8066,C33166,P28935,5,excellent,2025-01-03
RV8067,C22968,P26826,2,poor,2024-02-08
RV8068,C7650,P36226,3,Average,2024-12-19
RV8069,C4704,P14041,3,poor,2022-05-27
RV8070,C35824,P19760,5,poor,2020-03-01
RV8071,C34130,P15023,4,poor,2021-03-14
RV8072,C15916,P11980,1,excellent,2021-05-08
RV8073,C37980,P38132,3,excellent,2022-07-17
RV8074,C15580,P25962,1,poor,2022-03-28
RV8075,C37474,P21541,4,bad,2025-05-27
RV8076,C24390,P10807,1,poor,2023-08-20
RV8077,C34213,P33865,3,Good,2021-05-27
RV8078,C14239,P21993,5,poor,2023-08-19
RV8079,C28970,P24669,1,bad,2022-09-19
RV8080,C14545,P35417,1,poor,2023-05-22
RV8081,C30348,P35686,5,Average,2025-07-07
RV8082,C21493,P11663,2,poor,2020-11-09
RV8083,C40947,P15093,2,Good,2025-08-07
RV8084,C15859,P12133,4,Good,2025-04-17
RV8085,C3878,P18175,2,excellent,2023-02-12
RV8086,C31408,P28044,4,excellent,2022-09-24
RV8087,C35065,P11695,2,poor,2024-04-19
RV8088,C11592,P32853,1,bad,2020-04-30
RV8089,C3446,P20936,1,excellent,2022-02-18
RV8090,C24504,P34585,1,bad,2021-02-05
RV8091,C4624,P26102,1,Average,2023-09-18
RV8092,C22109,P18388,1,Average,2022-08-03
RV8093,C32387,P15481,4,Average,2024-07-26
RV8094,C33139,P2718,1,poor,2024-08-30
RV8095,C39221,P7555,3,excellent,2025-12-29
RV8096,C1114,P33316,1,poor,2024-03-10
RV8097,C8266,P1508,1,excellent,2024-04-19
RV8098,C5531,P5013,3,Average,2021-02-11
RV8099,C29457,P16721,1,excellent,2023-09-14
RV8100,C19091,P17064,3,Good,2022-07-29
RV8101,C10510,P29866,1,Average,2021-08-18
RV8102,C12449,P28061,5,bad,2021-12-23
RV8103,C5129,P15851,4,bad,2024-06-14
RV8104,C16097,P9808,3,excellent,2025-01-09
RV8105,C22171,P21453,1,Good,2021-11-16
RV8106,C20467,P18786,3,bad,2024-02-17
RV8107,C36819,P24845,3,excellent,2022-05-07
RV8108,C7602,P13778,4,Good,2020-09-02
RV8109,C13854,P25446,5,excellent,2025-05-17
RV8110,C1971,P28551,1,bad,2022-06-22
RV8111,C11242,P20404,1,Average,2023-03-12
RV8112,C24959,P38259,1,excellent,2021-01-25
RV8113,C34671,P24935,2,poor,2024-11-16
RV8114,C31407,P26875,2,excellent,2024-03-16
RV8115,C4280,P27410,5,excellent,2022-02-28
RV8116,C12306,P37543,5,excellent,2024-07-26
RV8117,C11322,P21523,1,bad,2020-04-26
RV8118,C3463,P36304,4,bad,2025-04-16
RV8119,C12350,P16298,1,Good,2021-08-02
RV8120,C29614,P21192,3,Good,2025-11-30
RV8121,C20291,P3425,1,poor,2024-01-26
RV8122,C35571,P28136,5,Average,2024-03-29
RV8123,C3098,P28742,4,Average,2025-07-28
RV8124,C36931,P29060,3,poor,2025-02-10
RV8125,C25121,P31407,5,Good,2023-02-07
RV8126,C23003,P34041,2,bad,2021-07-24
RV8127,C28331,P1098,2,Average,2022-03-17
RV8128,C35171,P15482,5,excellent,2023-06-25
RV8129,C35550,P28351,1,poor,2021-11-14
RV8130,C8275,P9375,2,bad,2021-02-28
RV8131,C7822,P4392,2,poor,2021-02-26
RV8132,C37783,P37691,2,poor,2025-05-02
RV8133,C29264,P9076,5,bad,2022-03-21
RV8134,C29789,P30642,2,Good,2022-06-09
RV8135,C36940,P10331,5,Good,2023-02-20
RV8136,C30552,P1678,3,poor,2023-07-11
RV8137,C9609,P9320,2,poor,2024-06-14
RV8138,C33200,P30640,5,Good,2021-01-30
RV8139,C25473,P28242,3,bad,2024-12-05
RV8140,C40670,P20358,2,poor,2023-08-28
RV8141,C15870,P15077,2,poor,2023-09-07
RV8142,C36068,P37473,1,bad,2020-05-17
RV8143,C24558,P15030,5,poor,2020-01-24
RV8144,C4275,P38793,1,Average,2022-12-18
RV8145,C26323,P33265,5,bad,2022-08-28
RV8146,C16078,P39074,5,excellent,2025-08-31
RV8147,C1197,P33230,1,Average,2025-12-06
RV8148,C11072,P3807,3,poor,2025-05-25
RV8149,C35383,P6010,5,poor,2023-09-26
RV8150,C32721,P16036,2,poor,2023-12-13
RV8151,C38081,P39975,5,Good,2022-06-10
RV8152,C37308,P4591,2,Good,2024-03-04
RV8153,C31303,P9727,2,poor,2025-03-07
RV8154,C28076,P27519,1,bad,2025-12-18
RV8155,C25445,P30490,5,poor,2020-01-28
RV8156,C18786,P32643,5,excellent,2021-10-17
RV8157,C5364,P28582,3,Good,2020-05-08
RV8158,C14943,P20619,5,excellent,2025-03-10
RV8159,C12380,P26437,5,poor,2020-10-06
RV8160,C33569,P29942,1,Average,2025-02-10
RV8161,C1456,P13531,4,Good,2022-10-02
RV8162,C28200,P12031,4,Good,2022-11-08
RV8163,C34076,P32965,3,Good,2025-12-19
RV8164,C36609,P20518,1,Average,2023-12-22
RV8165,C22141,P1557,2,Average,2020-09-13
RV8166,C13590,P6842,4,Good,2025-05-17
RV8167,C15144,P22343,1,poor,2020-09-04
RV8168,C14867,P35375,5,Good,2020-02-24
RV8169,C1364,P11033,4,Good,2025-09-13
RV8170,C27949,P37096,2,Average,2025-10-17
RV8171,C33781,P30841,1,poor,2025-09-07
RV8172,C5651,P5010,1,Average,2023-08-24
RV8173,C14205,P32355,1,bad,2020-11-30
RV8174,C32778,P21876,1,Good,2023-04-06
RV8175,C22397,P26493,1,bad,2020-05-15
RV8176,C28232,P29911,3,poor,2021-10-18
RV8177,C40898,P16819,4,Average,2020-11-28
RV8178,C33678,P3257,1,Good,2020-04-27
RV8179,C7585,P22167,1,bad,2024-01-18
RV8180,C39451,P36739,2,Good,2023-10-01
RV8181,C27947,P16952,3,Average,2023-10-10
RV8182,C25566,P35062,5,Good,2024-02-20
RV8183,C25889,P21537,4,excellent,2020-10-27
RV8184,C10708,P40626,1,excellent,2024-12-22
RV8185,C24530,P23383,4,poor,2025-01-22
RV8186,C32666,P10177,3,Average,2023-08-21
RV8187,C29935,P31425,5,poor,2021-09-01
RV8188,C13930,P14283,5,Average,2020-08-02
RV8189,C15955,P18269,3,bad,2020-03-21
RV8190,C3031,P19304,5,Good,2020-12-02
RV8191,C16894,P36209,2,Average,2021-07-12
RV8192,C12436,P39641,3,Good,2021-03-17
RV8193,C7913,P5099,2,bad,2021-03-30
RV8194,C17384,P33191,1,Average,2020-08-23
RV8195,C15775,P19915,5,Good,2020-12-27
RV8196,C32358,P37262,1,Good,2025-12-29
RV8197,C24025,P7502,2,Average,2023-11-04
RV8198,C33014,P24211,5,excellent,2021-10-09
RV8199,C8611,P26503,4,bad,2021-10-31
RV8200,C9537,P27785,5,Good,2024-05-07
RV8201,C34606,P27840,4,excellent,2024-10-06
RV8202,C5313,P26582,5,Good,2020-11-07
RV8203,C28786,P16426,3,Good,2025-11-08
RV8204,C9068,P31505,1,poor,2025-01-24
RV8205,C40183,P24028,2,Good,2021-05-23
RV8206,C18291,P26597,3,bad,2022-02-18
RV8207,C39415,P19114,2,poor,2022-01-03
RV8208,C22088,P20545,5,excellent,2022-05-23
RV8209,C29182,P4143,2,Average,2023-12-28
RV8210,C40679,P37700,1,Average,2021-07-30
RV8211,C4661,P21157,4,Good,2021-09-22
RV8212,C8178,P21638,5,Average,2022-05-25
RV8213,C28713,P28364,1,Average,2024-04-07
RV8214,C30271,P21889,2,Good,2020-06-24
RV8215,C30676,P9080,4,bad,2022-06-22
RV8216,C33265,P25990,4,excellent,2025-03-22
RV8217,C40155,P15228,2,Average,2025-11-15
RV8218,C13935,P20373,3,poor,2021-07-18
RV8219,C31614,P9500,4,Average,2022-07-27
RV8220,C3298,P38907,4,excellent,2023-08-22
RV8221,C9336,P5520,1,Good,2025-04-21
RV8222,C3663,P29738,1,excellent,2023-07-09
RV8223,C29041,P16331,5,poor,2023-09-18
RV8224,C4672,P25001,2,Average,2022-08-31
RV8225,C30850,P22745,5,poor,2020-01-04
RV8226,C11929,P20505,1,Good,2025-02-11
RV8227,C12174,P14807,2,Average,2024-05-10
RV8228,C28805,P17278,1,Average,2024-01-29
RV8229,C37888,P28418,1,Average,2025-10-26
RV8230,C29728,P3727,3,Average,2020-09-29
RV8231,C13988,P31067,5,poor,2021-07-28
RV8232,C13326,P2824,3,Good,2020-10-26
RV8233,C1434,P10169,3,poor,2020-01-14
RV8234,C7668,P7420,3,bad,2025-04-01
RV8235,C15284,P17846,4,bad,2022-11-03
RV8236,C16571,P18499,5,poor,2025-10-08
RV8237,C29841,P18534,5,excellent,2025-09-23
RV8238,C28147,P10668,4,excellent,2024-10-27
RV8239,C14647,P19867,3,Average,2021-01-23
RV8240,C10479,P34854,3,poor,2020-05-29
RV8241,C37158,P19492,2,excellent,2021-09-22
RV8242,C8583,P7223,3,poor,2024-01-27
RV8243,C21768,P11703,1,Average,2021-12-19
RV8244,C37238,P31692,5,bad,2025-06-22
RV8245,C29139,P18469,5,bad,2024-10-29
RV8246,C13764,P28462,4,excellent,2021-08-25
RV8247,C19991,P10666,1,bad,2020-12-25
RV8248,C14002,P32578,2,poor,2020-11-09
RV8249,C19188,P31605,5,poor,2023-01-10
RV8250,C35952,P32499,3,bad,2024-05-13
RV8251,C33762,P9638,4,poor,2020-11-05
RV8252,C11741,P39557,5,Average,2021-01-23
RV8253,C40646,P36215,5,poor,2022-11-21
RV8254,C40530,P35988,1,excellent,2025-11-16
RV8255,C15730,P33587,1,bad,2024-02-04
RV8256,C7116,P30757,2,poor,2021-07-01
RV8257,C19289,P28522,5,Good,2021-08-29
RV8258,C40987,P27620,2,Good,2021-04-28
RV8259,C17613,P15215,3,poor,2023-04-10
RV8260,C20700,P40695,2,Average,2020-07-20
RV8261,C39858,P2987,3,bad,2020-10-01
RV8262,C36515,P25192,4,poor,2022-11-17
RV8263,C39567,P13994,3,Good,2020-11-24
RV8264,C22420,P21813,3,Average,2020-03-10
RV8265,C15742,P30742,4,excellent,2023-12-10
RV8266,C3918,P10279,5,Good,2025-08-03
RV8267,C40178,P9579,5,Good,2022-09-10
RV8268,C1267,P22295,4,excellent,2022-08-15
RV8269,C16491,P16402,4,excellent,2025-11-15
RV8270,C12435,P27911,1,bad,2022-10-03
RV8271,C9169,P31203,1,excellent,2020-10-10
RV8272,C1368,P34286,1,Good,2025-04-14
RV8273,C36761,P25856,1,Good,2023-01-08
RV8274,C40221,P25680,3,poor,2025-11-16
RV8275,C19597,P16610,4,Average,2024-05-25
RV8276,C13159,P31840,2,bad,2023-10-26
RV8277,C29305,P18570,5,Good,2022-01-08
RV8278,C20172,P28442,1,poor,2020-03-11
RV8279,C5216,P18898,1,bad,2021-07-08
RV8280,C12755,P27540,3,excellent,2021-12-13
RV8281,C38625,P26782,3,bad,2023-09-29
RV8282,C16445,P34342,4,Average,2025-09-02
RV8283,C28343,P1144,5,excellent,2022-07-02
RV8284,C23305,P4251,3,poor,2020-11-03
RV8285,C34469,P7609,2,Average,2020-07-19
RV8286,C14421,P11180,2,poor,2020-08-01
RV8287,C13867,P20768,1,bad,2020-08-04
RV8288,C15012,P25894,2,Good,2020-05-18
RV8289,C3826,P3929,2,bad,2023-10-18
RV8290,C14301,P6459,3,excellent,2025-09-04
RV8291,C18766,P23157,5,Average,2023-11-20
RV8292,C5314,P13924,2,Good,2023-12-02
RV8293,C38288,P29586,1,excellent,2024-04-12
RV8294,C13263,P9605,1,bad,2022-12-27
RV8295,C29327,P22347,3,poor,2024-01-05
RV8296,C14697,P13552,3,poor,2024-10-23
RV8297,C1029,P9533,4,Average,2025-06-21
RV8298,C32561,P34347,2,poor,2023-06-21
RV8299,C27305,P19170,2,poor,2022-07-25
RV8300,C5278,P7693,4,excellent,2023-03-22
RV8301,C36720,P32858,5,excellent,2021-06-28
RV8302,C34447,P13981,1,Good,2025-06-01
RV8303,C31365,P40075,3,Good,2022-08-08
RV8304,C2695,P8618,5,Good,2024-09-09
RV8305,C24932,P33225,5,bad,2021-08-27
RV8306,C10145,P8549,4,poor,2020-10-29
RV8307,C36167,P2533,5,poor,2021-06-10
RV8308,C30971,P39940,2,Good,2021-08-29
RV8309,C31482,P30470,3,Average,2022-08-24
RV8310,C29028,P9261,2,bad,2024-06-07
RV8311,C33523,P22555,1,Average,2023-07-09
RV8312,C22097,P8412,1,bad,2022-07-13
RV8313,C13516,P17456,5,Good,2021-02-01
RV8314,C6744,P25624,4,poor,2020-08-24
RV8315,C30872,P32050,3,bad,2023-09-14
RV8316,C36534,P34257,2,Good,2020-09-03
RV8317,C4368,P10805,5,poor,2025-11-21
RV8318,C1517,P4832,2,bad,2020-07-01
RV8319,C18282,P30710,1,Good,2022-02-13
RV8320,C40828,P23080,2,Average,2020-01-22
RV8321,C10306,P6399,1,Good,2022-03-23
